RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
46,1824,1893-138,Whole,N/A,OPEN CISTERN BAROMETER,loaned,OPEN CISTERN BAROMETER,"This barometer, which dates from 1824, was made for the Royal Society by Newman under the direction of Sir H. Davy. It consists of an open cylindrical iron cistern into which dips the lower end of the barometer tube. Within the lower part of the main tube is enclosed a second tube tapering downwards and terminating in a small orifice as applied to the siphon barometer by Bunten in the same year, thereby preventing access of air to the vacuum. Correction is made for capacity error by means of an iron plunger, which is of the same diameter as the interior of the barometer tube, and is made to dip into the mercury of the cistern. When the vernier is raised or lowered for taking readings, the plunger is moved simultaneously, but in a contrary direction, by the action of a pinion and a double rack. Thus any decrease or increase in the amount of mercury in the cistern, consequent on a rise or fall of the baro- meter, is compensated by the immersion of the plunger. A barometer is attached to the instrument, the bulb of which is placed in the cistern. A graduated scale and vernier are fitted, enabling the barometric height to be read to 0.002 in.",,,"[{'name': 'Newman', 'role': 'Made by'}, {'name': 'Sir H. Davy', 'role': 'Direction'}, {'name': 'Bunten', 'role': 'Applied to'}]",,1824,iron; mercury,0.002 in.,"This barometer, which dates from 1824, was made for the Royal Society by Newman under the direction of Sir H. Davy. It consists of an open cylindrical iron cistern into which dips the lower end of the barometer tube. Within the lower part of the main tube is enclosed a second tube tapering downwards and terminating in a small orifice as applied to the siphon barometer by Bunten in the same year, thereby preventing access of air to the vacuum. Correction is made for capacity error by means of an iron plunger, which is of the same diameter as the interior of the barometer tube, and is made to dip into the mercury of the cistern. When the vernier is raised or lowered for taking readings, the plunger is moved simultaneously, but in a contrary direction, by the action of a pinion and a double rack. Thus any decrease or increase in the amount of mercury in the cistern, consequent on a rise or fall of the baro- meter, is compensated by the immersion of the plunger. A barometer is attached to the instrument, the bulb of which is placed in the cistern. A graduated scale and vernier are fitted, enabling the barometric height to be read to 0.002 in.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
47,1837,1915-422,Whole,N/A,LARGE CISTERN BAROMETER,loaned,LARGE CISTERN BAROMETER,"This instrument was made in 1837 by R. C. Woods as a standard barometer for the Meteorological Society. It consists of a large glass cistern, 7 in. in diameter, and capable of holding about 70 lb. of mercury. The sectional areas of the cistern and tube are in the proportion of 50 to 1, so that corrections for capacity error are thus rendered unnecessary. Graduated scales are attached near the upper end of the tube, upon which the barometric height can be read in French or English units, the latter with an accuracy of 0.001 in.",,mercury,"[{'name': 'R. C. Woods', 'role': 'maker'}, {'name': 'The Royal Meteorological Society', 'role': 'lender'}]",,1837,glass; mercury,7 in. in diameter; 70 lb. of mercury; 50 to 1; 0.001 in.,"This instrument was made as a standard barometer for the Meteorological Society. The sectional areas of the cistern and tube are in the proportion of 50 to 1, so that corrections for capacity error are thus rendered unnecessary.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
48,,1876-795,Whole,N/A,RONALDS'S ORIGINAL PHOTO-BAROMETROGRAPH,loaned,RONALDS'S ORIGINAL PHOTO-BAROMETROGRAPH,"Designed and constructed by Sir Francis Ronalds. Lent by The Meteorological Office. 1847 This apparatus was designed and constructed by Sir Francis Ronalds in 1847, for registering photographically the changes in the height of the barometer upon a daguerrotype plate. It was afterwards erected and used at the Kew Observatory. In this instrument the light from an argand lamp, after passing through a condensing lens, falls on a narrow slit cut in a metal plate attached to a barometer tube, the mercury in which, by rising or falling, varies the length of the slit illuminated. An achromatic combination of lenses, by Voigtlander, throws a magnified image of the bright slit upon an aperture in the case, past which a daguerrotype plate is moved slowly by clockwork, and so registers the changes in the height of the barometer. The barometer itself, together with the cistern, which is of large area, is suspended from a system of levers and zinc rods, on the principle of the gridiron pendulum, in such a manner as to render the indications immune from the effects of temperature fluctuation. An improved form of this instrument, in which the photographic image is received upon paper, was developed later, and employed in many observations. (See Brit. Assoc. Report, 1851.) Inv. 1876-795.",Kew Observatory,,"[{'name': 'Sir Francis Ronalds', 'role': 'designer'}, {'name': 'Sir Francis Ronalds', 'role': 'constructor'}, {'name': 'Voigtlander', 'role': 'manufacturer'}]",[],1847,daguerrotype plate; metal; zinc; paper,,"This apparatus was designed and constructed by Sir Francis Ronalds in 1847, for registering photographically the changes in the height of the barometer upon a daguerrotype plate. It was afterwards erected and used at the Kew Observatory. In this instrument the light from an argand lamp, after passing through a condensing lens, falls on a narrow slit cut in a metal plate attached to a barometer tube, the mercury in which, by rising or falling, varies the length of the slit illuminated. An achromatic combination of lenses, by Voigtlander, throws a magnified image of the bright slit upon an aperture in the case, past which a daguerrotype plate is moved slowly by clockwork, and so registers the changes in the height of the barometer. The barometer itself, together with the cistern, which is of large area, is suspended from a system of levers and zinc rods, on the principle of the gridiron pendulum, in such a manner as to render the indications immune from the effects of temperature fluctuation. An improved form of this instrument, in which the photographic image is received upon paper, was developed later, and employed in many observations.","Brit. Assoc. Report, 1851",,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['daguerrotype plate']}"
49,1873,1876-760,Whole,N/A,,,GLYCERINE BAROMETER,"This instrument was designed in 1873 by J. B. Jordan with a view to producing a delicate ""weather glass"" indicating small changes of pressure by considerable variations in the height of the indicating column, and at the same time preserving the accuracy of the mercurial barometer. The fluid employed in this barometer is pure glycerine, having a specific gravity of 1.26, or about one-tenth that of mercury. On account of its high boiling point this liquid possesses a low vapour tension at ordinary temperatures, so that a barometer of this construction is not subject to the errors of a water barometer. The fluctuations of the column of glycerine are observed in a glass tube of 1 sq. in. sectional area, or one-hundredth that of the cistern, while the tube forming the body of the instrument is an ordinary composition gas pipe of 0.625 in. diameter and 27 ft. long, placed in the well of the staircase between the upper and lower galleries. The exposed surface of the glycerine in the cistern is protected by a layer of paraffin oil, in order to prevent absorption of moisture from the atmosphere. The divided scale on the right hand side is in inches, and that on the left shows the equivalent values reduced to a column of mercury.",in the well of the staircase between the upper and lower galleries,,"[{'name': 'Jas. B. Jordan, Esq.', 'role': 'maker'}, {'name': 'J. B. Jordan', 'role': 'designer'}]",,1873,glycerine;mercury;glass;composition gas pipe;paraffin oil,1.26;1 sq. in.;one-hundredth that of the cistern;0.625 in.;27 ft.,"This instrument was designed in 1873 by J. B. Jordan with a view to producing a delicate ""weather glass"" indicating small changes of pressure by considerable variations in the height of the indicating column, and at the same time preserving the accuracy of the mercurial barometer. On account of its high boiling point this liquid possesses a low vapour tension at ordinary temperatures, so that a barometer of this construction is not subject to the errors of a water barometer. The exposed surface of the glycerine in the cistern is protected by a layer of paraffin oil, in order to prevent absorption of moisture from the atmosphere. The divided scale on the right hand side is in inches, and that on the left shows the equivalent values reduced to a column of mercury.","Proc. Roy. Soc., Vol. XXX, 1873, p. 105.",1873,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Esq.']}"
50,1876,1886-70,Whole,N/A,,,CHRONOBAROMETER,"This instrument, which is similar in principle to those of Hall in 1851 and Rankine 1853, was designed by Mr. Stanley in 1876 in order to secure the mean of the atmospheric pressure for any given period, as hourly, daily, weekly, monthly or yearly, by simple observations. In the chronobarometer, a barometer tube of modified construction is suspended as a pendulum, and driven as an ordinary time pendulum, by clockwork. The modification consists principally in making the vacuum chamber at the top and the cistern below of nearly equal diameters, so that increase of atmospheric pressure shall raise as great a weight as is necessary to shorten the radius of the centre of oscillation sufficiently for the clock to be accelerated considerably thereby. The clockwork is so constructed that the number of oscillations of the pendulums are continuously counted off on the dial, which reads decimally up to ten millions, and it is found that a rise of 1 in. of mercury in the barometer pendulum accelerates the clock about 949 beats per day. To ascertain the mean atmospheric pressure over a given period by this instrument, the time of observation at which the period commences must be taken by an ordinary clock simultaneously with the reading of the dial, as also at the end of the given period. Temperature correction is made by means of the temperature clock or chronothermometer shown adjacent.",,,"[{'name': 'W. F. Stanley', 'role': 'designer'}, {'name': 'Hall', 'role': 'referenced principle'}, {'name': 'Rankine', 'role': 'referenced principle'}]",[],['1876'],['mercury'],['1 in. of mercury'],"['This instrument, which is similar in principle to those of Hall in 1851 and Rankine 1853, was designed by Mr. Stanley in 1876 in order to secure the mean of the atmospheric pressure for any given period, as hourly, daily, weekly, monthly or yearly, by simple observations. In the chronobarometer, a barometer tube of modified construction is suspended as a pendulum, and driven as an ordinary time pendulum, by clockwork. The modification consists principally in making the vacuum chamber at the top and the cistern below of nearly equal diameters, so that increase of atmospheric pressure shall raise as great a weight as is necessary to shorten the radius of the centre of oscillation sufficiently for the clock to be accelerated considerably thereby. The clockwork is so constructed that the number of oscillations of the pendulums are continuously counted off on the dial, which reads decimally up to ten millions, and it is found that a rise of 1 in. of mercury in the barometer pendulum accelerates the clock about 949 beats per day. To ascertain the mean atmospheric pressure over a given period by this instrument, the time of observation at which the period commences must be taken by an ordinary clock simultaneously with the reading of the dial, as also at the end of the given period. Temperature correction is made by means of the temperature clock or chronothermometer shown adjacent.']","['Q. J. R. Met. Soc., Vol. III, 1877, p. 352', 'Vol. XII, 1886, p. 115']",1877,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
51,,1893-156,Part,N/A,,loaned,BAROMETER ADJUNCT,"This apparatus was designed in 1880 by Wallis for use with the Fortin barometer in adjusting the level of the mercury in the cistern before taking a reading. It consists of a small microscope for attachment to the cistern, to facilitate adjustment of the ivory point.",,,"[{'name': 'Wallis', 'role': 'designer'}, {'name': 'L. Casella', 'role': 'lender'}]",,1880,,,"This apparatus was designed for use with the Fortin barometer in adjusting the level of the mercury in the cistern before taking a reading. It consists of a small microscope for attachment to the cistern, to facilitate adjustment of the ivory point.","Q. J. R. Met. Soc., Vol. VI, p. 164",1893,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
52,1890-49,,Whole,N/A,PORTABLE PEDIMENT BAROMETER,loaned,PORTABLE PEDIMENT BAROMETER,"This portable mercurial barometer is of the closed cistern type, and may also be used as a weather glass. The cylindrical wooden cistern is fitted with a flexible leather diaphragm, which is adjusted by means of a screw operated from below. Opal scales and a double index are provided behind the upper end of the tube, while rackwork verniers enable the reading to be made to 0·01 in. and compared with that of the previous day. Barometer indications are given on one scale for a rising, and on the other for a falling, barometer, while a thermometer attached to the front of the instrument indicates temperatures in the Fahrenheit and Centigrade scales.",,,"[{'name': 'Elliott Bros.', 'role': 'maker'}, {'name': 'Elliott Bros.', 'role': 'lender'}]",[],,wood;leather,0.01 in.,"may also be used as a weather glass. Barometer indications are given on one scale for a rising, and on the other for a falling, barometer, while a thermometer attached to the front of the instrument indicates temperatures in the Fahrenheit and Centigrade scales.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
53,,1889-24,Whole,N/A,PORTABLE PEDIMENT BAROMETER,loaned,PORTABLE PEDIMENT BAROMETER,"This instrument is of the closed cistern type, the cylindrical wooden cistern being fitted with a flexible leather base, adjusted by a screw operated from below. Near the upper portion of the tube is a graduated scale fitted with two rackwork verniers, by means of which the height of the barometer can be read to 0·01 in. and compared with the reading of the previous day. Four weather indications are also given opposite the appropriate graduations, enabling the instrument to be used as a weather glass.",,,"[{'name': 'P. Harris & Co.', 'role': 'lender'}]",,,wood; leather,0·01 in.,enabling the instrument to be used as a weather glass.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
54,,1892-151,Whole,N/A,FISHERY BAROMETER,loaned,FISHERY BAROMETER,"This barometer is of the closed cistern pattern, and is of the type supplied to small ports and fishing stations. The instrument has a wooden cylindrical cistern provided with a flexible leather base, which is adjusted by a screw operated from below. A graduated scale behind the upper portion of the barometer tube is fitted with a rackwork vernier by means of which the height can be read to 0.01 in. Weather indica- tions are also given for a rising and falling barometer enabling the instrument to be used as a weather glass, while the temperature is indicated by a Fahrenheit thermometer on the front of the case, graduated from 5° F. to 148° F.",,,"[{'name': 'Negretti and Zambra', 'role': 'maker'}, {'name': 'The Meteorological Office', 'role': 'donor'}]",[],,"['wood', 'leather']","['0.01 in.', '5° F.', '148° F.']","This barometer is of the closed cistern pattern, and is of the type supplied to small ports and fishing stations. Weather indications are also given for a rising and falling barometer enabling the instrument to be used as a weather glass, while the temperature is indicated by a Fahrenheit thermometer on the front of the case.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Fahrenheit']}"
55,,1914-312,Whole,N/A,STATION BAROMETER,,STATION BAROMETER,"This Kew Pattern Station barometer is in general use in the British Isles at the present time, and is used at all land stations under the control of the Meteorological Office. In this type of instrument the glass tube is considerably contracted for the greater portion of its length in order to prevent unsteadiness of the mercury column or ""pumping,"" also to strengthen the tube and to lessen the weight of mercury. The tube is enclosed in a metal case, which is mounted on gimbals to ensure verticality, and the upper part of the instrument carries a scale, graduated in millibars and inches, while a vernier enables the height to be read to 0.01 millibars or 0.002 in. The instrument also carries a thermometer, which is graduated to read temperature on the Fahrenheit scale from 5° F. to 130° F., and on the absolute scale from 253a to 328a. A small hole in the upper part of the cistern admits access to the super-incumbent air in the cistern, and a washer of leather permits the atmosphere to exert pressure, but prevents the mercury escaping from the cistern. To prevent air and moisture leaking into the vacuum above the mercury column, the tube is furnished with a small ""air-trap,"" or funnel, as suggested by Bunten in 1824, which is inserted between the cistern and the top of the mercury column. By this means, any air entering the tube becomes imprisoned at the trap, and therefore cannot interfere with the efficiency of the instrument.",,,"[{'name': 'Calderara', 'role': 'maker'}, {'name': 'Bunten', 'role': 'suggested'}]",[],,"['glass', 'metal', 'leather', 'mercury']","['0.01 millibars', '0.002 in', '5° F.', '130° F.', '253a', '328a']","This Kew Pattern Station barometer is in general use in the British Isles at the present time, and is used at all land stations under the control of the Meteorological Office. In this type of instrument the glass tube is considerably contracted for the greater portion of its length in order to prevent unsteadiness of the mercury column or ""pumping,"" also to strengthen the tube and to lessen the weight of mercury. The tube is enclosed in a metal case, which is mounted on gimbals to ensure verticality, and the upper part of the instrument carries a scale, graduated in millibars and inches, while a vernier enables the height to be read to 0.01 millibars or 0.002 in. The instrument also carries a thermometer, which is graduated to read temperature on the Fahrenheit scale from 5° F. to 130° F., and on the absolute scale from 253a to 328a. A small hole in the upper part of the cistern admits access to the super-incumbent air in the cistern, and a washer of leather permits the atmosphere to exert pressure, but prevents the mercury escaping from the cistern. To prevent air and moisture leaking into the vacuum above the mercury column, the tube is furnished with a small ""air-trap,"" or funnel, as suggested by Bunten in 1824, which is inserted between the cistern and the top of the mercury column. By this means, any air entering the tube becomes imprisoned at the trap, and therefore cannot interfere with the efficiency of the instrument.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['super-incumbent air']}"
56,MICRO-BAROGRAPH.,1921-74,Whole,N/A,MICRO-BAROGRAPH.,loaned,MICRO-BAROGRAPH.,"This apparatus was designed in 1903 by Sir Napier Shaw, F.R.S., and Mr. W. H. Dines, to secure a magnified record of the minor fluctuations of atmospheric pressure, and, at the same time, to disentangle these fluctuations from the general barometric surges. It consists of a closed metal cylinder, of about one-third of a cubic foot capacity, containing air at approximately atmospheric pressure, provided with a mechanical arrangement by which the variations of the difference of the pressures inside and out are recorded. In order that the temperature of this air may only change slowly, the cylinder is enclosed in a large wooden case, the intervening space being packed with feathers, or some other non-conducting material, while, in order that the pressure inside may not differ materially from that outside, a very small leak is allowed, through a fine capillary tube, which does not interfere with changes of short period, but prevents the pen from wandering from its mean position during a steady rise or fall of the barometer. A hollow cylindrical bell floats mouth downwards in a vessel containing mercury, and the interior of the bell communicates with the air chamber through a vertical pipe. Fairly rapid decrease of external pressure, or increase of internal pressure, causes the bell to rise, and the motion is magnified by a system of levers and communicated to the pen, which records on a chart rotated by clockwork.",,,"[{'name': 'Negretti and Zambra', 'role': 'maker'}, {'name': 'Sir Napier Shaw', 'role': 'designer'}, {'name': 'Mr. W. H. Dines', 'role': 'designer'}]",,1903,metal;wooden;feathers;mercury,about one-third of a cubic foot capacity,"to secure a magnified record of the minor fluctuations of atmospheric pressure, and, at the same time, to disentangle these fluctuations from the general barometric surges.","Q. J. R. Met. Soc., 1905, p. 39.",1905,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['F.R.S.']}"
57,,"1922-10, 11",Whole,N/A,MICROBAROGRAM AND FLOAT BAROGRAM,donated,MICROBAROGRAM AND FLOAT BAROGRAM,"A record obtained with the microbarograph at Kew on 17th–18th February, 1921, is here shown with one taken at the same time with the float barograph, for the purpose of comparison. The degree to which minor fluctuations of atmospheric pressure are magnified can be seen by an examination of the records. Pressure variations which are too small to be seen in the float barogram are plainly discernible in the micro- barogram, while changes of pressure which are sufficiently large to appear in the former record assume considerably greater proportions in the latter, enabling the wave-form to be investigated.",,,"[{'name': 'The Meteorological Office', 'role': 'donor'}]",['Kew'],1921,,,"The degree to which minor fluctuations of atmospheric pressure are magnified can be seen by an examination of the records. Pressure variations which are too small to be seen in the float barogram are plainly discernible in the micro- barogram, while changes of pressure which are sufficiently large to appear in the former record assume considerably greater proportions in the latter, enabling the wave-form to be investigated.",,1922,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
58,1919,"139029, 1919",Whole,N/A,MICROMETER-READING BAROMETER,loaned,MICROMETER-READING BAROMETER,"This instrument was designed and patented by Mr. F. L. Halliwell in 1919 in order to incorporate in a station barometer the accuracy and ease of reading which are peculiar to the micrometer. In this barometer the vernier is dispensed with, and the finer readings are made direct on a drum micrometer. The barometer, which is of the Kew pattern, is suspended freely from an arm and may be clamped in position by the three screws at the lower end. The upper portion of the tube is surrounded by a metal cylindrical collar, carrying at its upper extremity a sighting piece bearing an arrow which moves along the scale. The motion of the collar is governed by the rotation of the micrometer head, by means of which its position may be adjusted. When taking a reading, the sighting piece is brought level with the top of the mercury by revolving the micrometer head. The arrow mark on the sighting piece shows the reading to the nearest 0.1 in., while the micrometer drum indicates to 0.001 in., which can be subdivided easily by the eye to 0.0002 in. In the case of instruments fitted with the metric and C.G.S. scales, the barometric height can be determined similarly to 0.025 mm. and 0.025 millibars respectively. (See Pat. Specn. No. 139029, 1919.) Inv. 1921-321.",,,"[{'name': 'Negretti and Zambra', 'role': 'lender'}, {'name': 'F. L. Halliwell', 'role': 'designer'}, {'name': 'F. L. Halliwell', 'role': 'patentee'}]",[],1919,['metal'],"['0.1 in.', '0.001 in.', '0.0002 in.', '0.025 mm.', '0.025 millibars']","This instrument was designed and patented by Mr. F. L. Halliwell in 1919 in order to incorporate in a station barometer the accuracy and ease of reading which are peculiar to the micrometer. In this barometer the vernier is dispensed with, and the finer readings are made direct on a drum micrometer.",Pat. Specn.,1919,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
59,,"1908-83, S.M. 1437, L.S.",Whole,N/A,MARINE BAROMETER,loaned,MARINE BAROMETER,"This instrument was made by Thomas Jones in the early part of the nineteenth century. A metal case encloses the wooden cistern, which is provided at its lower end with a flexible leather cap, adjusted by a screw operated below. The bore of the barometer tube is contracted for the greater portion of its length to minimise ""pumping,"" and is enclosed in a mahogany case provided with a brass scale and vernier near its upper extremity. It is graduated in tenths of an inch and reads by vernier to one-hundredth. A thermometer is attached to the instrument which reads from 0° to 134° F.",,,"[{'name': 'Thomas Jones', 'role': 'maker'}, {'name': 'The Meteorological Office', 'role': 'donor'}]",,early part of the nineteenth century,metal; wood; leather; mahogany; brass,0° to 134° F,"This instrument was made by Thomas Jones in the early part of the nineteenth century. A metal case encloses the wooden cistern, which is provided at its lower end with a flexible leather cap, adjusted by a screw operated below. The bore of the barometer tube is contracted for the greater portion of its length to minimise ""pumping,"" and is enclosed in a mahogany case provided with a brass scale and vernier near its upper extremity. It is graduated in tenths of an inch and reads by vernier to one-hundredth. A thermometer is attached to the instrument which reads from 0° to 134° F.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
60,1824,1908-86,Whole,N/A,,loaned,MARINE BAROMETER,"This instrument was designed by Newman in 1824, and embodies many interesting features. In this metal-cased barometer an open iron cistern replaces the customary wooden one, and the instrument is rendered portable by screwing the lower portion of the case. A mercury thermometer is fitted with its bulb in the cistern so as to indicate the temperature of the mercury accurately. By means of a graduated scale and vernier the barometric height can be read off to 0.002 in. It was in putting forward this barometer that Newman called attention to the inaccuracy of the ordinary system of marking off barometer scales from a presumed standard, without regarding the absolute height of the mercury, or the relative proportions of the diameters of the tubes and cisterns.",,,"[{'name': 'Newman', 'role': 'maker'}, {'name': 'The Meteorological Office', 'role': 'donor'}]",[],['1824 (designed)'],"['iron', 'metal', 'mercury']",['0.002 in.'],"['embodies many interesting features', 'in this metal-cased barometer an open iron cistern replaces the customary wooden one', 'the instrument is rendered portable by screwing the lower portion of the case', 'A mercury thermometer is fitted with its bulb in the cistern so as to indicate the temperature of the mercury accurately', 'By means of a graduated scale and vernier the barometric height can be read off', 'It was in putting forward this barometer that Newman called attention to the inaccuracy of the ordinary system of marking off barometer scales from a presumed standard, without regarding the absolute height of the mercury, or the relative proportions of the diameters of the tubes and cisterns.']","['Quart. Jour. of Science, Vol. XVI, p. 277']",,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
61,,1908-82,Whole,N/A,MARINE BAROMETER,loaned,MARINE BAROMETER,"This instrument, which dates from the early nineteenth century, is of the closed cistern type, and is provided with a wooden cistern, the leather cap of which can be adjusted from below. It is designed to be mounted on gimbals, and a metal scale and rackwork vernier enables the barometer height to be read to 0.002 in. No thermometer is fitted.",,,"[{'name': 'Pastorelli', 'role': 'maker'}, {'name': 'The Meteorological Office', 'role': 'donor'}]",,early nineteenth century,wood; leather; metal,0.002 in.,"This instrument, which dates from the early nineteenth century, is of the closed cistern type, and is provided with a wooden cistern, the leather cap of which can be adjusted from below. It is designed to be mounted on gimbals, and a metal scale and rackwork vernier enables the barometer height to be read to 0.002 in.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
62,,1894-118,Whole,N/A,MARINE BAROMETER,loaned,MARINE BAROMETER,"first half of the nineteenth century This barometer, which dates from the first half of the nineteenth century, is shown supported by a spring arm, designed to reduce oscillations. In design, the instrument is almost identical with that by Dennis, shown adjacent. As in other marine barometers, the bore of the tube is contracted in the central portion in order to eliminate ""pumping,"" which is still further damped by the spring arm. The scale is graduated in tenths of an inch, and a vernier enables the height to be read to one-hundredth of an inch. A thermometer is fitted, graduated according to the Fahrenheit and Réaumur scales.",,,"[{'name': 'Bate', 'role': 'maker'}, {'name': 'The Meteorological Office', 'role': 'donor'}, {'name': 'Dennis', 'role': 'designer'}]",,first half of the nineteenth century,,scale is graduated in tenths of an inch; vernier enables the height to be read to one-hundredth of an inch,"This barometer, which dates from the first half of the nineteenth century, is shown supported by a spring arm, designed to reduce oscillations. In design, the instrument is almost identical with that by Dennis, shown adjacent. As in other marine barometers, the bore of the tube is contracted in the central portion in order to eliminate ""pumping,"" which is still further damped by the spring arm. A thermometer is fitted, graduated according to the Fahrenheit and Réaumur scales.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
63,,1908-85,Whole,N/A,,loaned,MARINE BAROMETER,"This instrument was used during the Arctic expedition of 1853 to 1855 on board H.M.S. ""Rattlesnake."" It is a closed cistern barometer, similar to the others shown adjacent. The lower portion of the metal case has been removed in order that the wooden cistern may be seen. The graduations are in tenths of an inch, and readings to hundredths are obtainable by vernier. The thermometer is graduated for both the Fahrenheit and Réaumur scales.",,,"[{'name': 'J. C. Dennis', 'role': 'maker'}, {'name': 'The Meteorological Office', 'role': 'donor'}]",[],1853 to 1855,metal; wood,tenths of an inch; hundredths,"This instrument was used during the Arctic expedition of 1853 to 1855 on board H.M.S. ""Rattlesnake.""",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Réaumur']}"
64,,1908-84,Whole,N/A,MARINE BAROMETER,loaned,MARINE BAROMETER,"This barometer, which also carries a sympiesometer, was used on board H.M.S. ""Repulse,"" under Admiral Cochrane, in 1877. It is of the closed cistern type, provided with a wooden case, and fitted with a gimbal support. The scale is graduated in tenths of an inch, and the two rackwork verniers enable the barometer reading to be taken to 0.01 of an inch and compared with that of the previous day. The sympiesometer is of the pattern designed by Adie in 1818, and described in an adjacent label.",,,"[{'name': 'T. C. Sargent', 'role': 'maker'}, {'name': 'The Meteorological Office', 'role': 'donor'}, {'name': 'Admiral Cochrane', 'role': 'user'}, {'name': 'Adie', 'role': 'designer'}]",,1877,wood,0.01 of an inch,"This barometer, which also carries a sympiesometer, was used on board H.M.S. ""Repulse,"" under Admiral Cochrane, in 1877. It is of the closed cistern type, provided with a wooden case, and fitted with a gimbal support. The scale is graduated in tenths of an inch, and the two rackwork verniers enable the barometer reading to be taken to 0.01 of an inch and compared with that of the previous day. The sympiesometer is of the pattern designed by Adie in 1818, and described in an adjacent label.",,1877,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['sympiesometer']}"
65,1719,"Inv. 1909-134, S.M. 989, L.S.",Whole,N/A,,,EARLY SIPHON BAROMETER,"This barometer, which is of the early siphon form, is mounted with an alcohol thermometer on an ornamental wood panel, which bears the inscription :— ""Isaac Robelou, fecit, Londini, 1719."" The short arm of the siphon is in the form of a conically shaped cistern, while the upper portion of the main tube is graduated in eighths of an inch from 0 to 36, and the corresponding weather indications are given in Latin and English between the extremes of ""storm"" and ""great drought."" The thermometer, which is 2 ft. long, has a large globular bulb and contains coloured alcohol. It is graduated from 0° to 90° in each direction from the zero, which indicates ""temperate weather,"" the limits being marked ""excessive cold"" and ""excessive hot weather.""",,,"[{'name': 'Isaac Robelou', 'role': 'maker'}]",['London'],1719,"['wood', 'alcohol']",['2 ft. long'],This is an early form of graduation in use before the introduction of the Fahrenheit and other well-known scales of temperature.,,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['great drought']}"
66,,1921-565,Whole,N/A,BAROMETER,donated,BAROMETER,"This portable siphon barometer was made by I. Miller, of Edinburgh, about 1770, and represents the stage of development at that period. The lower end of the barometer tube terminates in a leather bag below which is a screw, by means of which the mercury may be forced to the top of the tube for transport. It is provided with a brass scale, graduated to 0.05 in., while a vernier enables the barometric height to be read with an accuracy of 0.002 in. A thermometer is also fitted, reading from -10° F. to 150° F., thereby enabling the observed reading to be corrected for the effect of temperature. The whole instrument is mounted in a wooden case to facilitate transport. Inv. 1921-565.",,,"[{'name': 'I. Miller', 'role': 'maker'}, {'name': 'T. H. Court', 'role': 'donor'}]",['Edinburgh'],about 1770,"['leather', 'brass', 'wood', 'mercury']","['0.05 in.', '0.002 in.', '-10° F. to 150° F.']","This portable siphon barometer was made by I. Miller, of Edinburgh, about 1770, and represents the stage of development at that period.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
67,1918-191,,Whole,N/A,BAROMETER,,BAROMETER,"Made by Manticha, London. probably dates from about 1800. This instrument, which probably dates from about 1800, is an ordinary siphon form barometer. The bulb is enclosed in a box at the lower end, and a vertical thick-walled capillary tube serves to contain the column of mercury. A scale of inches is provided behind the upper end of the instrument, upon which weather indications are also marked.",,,"[{'name': 'Manticha', 'role': 'maker'}]",['London'],about 1800,['mercury'],['inches'],"This instrument, which probably dates from about 1800, is an ordinary siphon form barometer. A scale of inches is provided behind the upper end of the instrument, upon which weather indications are also marked.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
