RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
44,,1923-397,Whole,N/A,DE FOREST ELECTROLYTIC DETECTOR,loaned,ELECTROLYTIC DETECTOR,"This detector, for which a patent was applied for by Dr. Lee de Forest in 1901, depends for its action on the increase of resistance in an electrollizable mixture caused by the passage of an oscillatory current. The detector itself consists of a tube containing two small metal electrode plugs, between the ends of which is a space of about 1/200 in. In this space is placed an electrollizable mixture of glycerine or vaseline mixed with water or alcohol, and a small quantity of litharge and metallic filings. These metallic filings act as secondary electrodes. If a small E.M.F. is applied to the electrodes of this tube through a resistance of about 25,000 ohms, and the two electrodes are connected to aerial and earth respectively, then theory supposes that on the arrival of a signal, oscillatory currents will pass through the cell, where they break up the chains of metallic particles. This interrupts the current passing through the telephones, and gives rise to a click. A rapid succession of oscillatory sparks is heard as a short continuous sound in the telephone receivers.",,,"[{'name': 'Dr. Lee de Forest', 'role': 'inventor'}]",,1901,glycerine; vaseline; water; alcohol; litharge; metallic filings,1/200 in.,"This detector, for which a patent was applied for by Dr. Lee de Forest in 1901, depends for its action on the increase of resistance in an electrollizable mixture caused by the passage of an oscillatory current.  theory supposes that on the arrival of a signal, oscillatory currents will pass through the cell, where they break up the chains of metallic particles. This interrupts the current passing through the telephones, and gives rise to a click. A rapid succession of oscillatory sparks is heard as a short continuous sound in the telephone receivers.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
45,20,1924-488,Whole,N/A,COMMERCIAL PATTERN “FLEMING” VALVE,loaned,COMMERCIAL PATTERN “FLEMING” VALVE,"This valve was the first diode to be used commercially. Though not so sensitive as a crystal detector, it was nevertheless widely used, especially for ship installations, by reason of its greater degree of immunity from the effects of mechanical vibration and of atmospheric conditions. The experimental Fleming valves shown at Nos. 20 and 73 mark the earlier stages of progress.",,,"[{'name': 'Marconi’s Wireless Telegraph Company', 'role': 'lender'}]",,,,,"This valve was the first diode to be used commercially. Though not so sensitive as a crystal detector, it was nevertheless widely used, especially for ship installations, by reason of its greater degree of immunity from the effects of mechanical vibration and of atmospheric conditions.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
46,1904-05,1904-65,Whole,N/A,,,APPARATUS TO ILLUSTRATE THE PRINCIPLES OF SPARK TELEGRAPHY,"The apparatus here shown represents a transmitting and a receiving group constructed for demonstration purposes in the early days of wireless telegraphy. The transmitter comprises a small induction coil, to the secondary terminals of which two adjustable metal spheres are connected: a Morse key is connected in the primary circuit. The primary condenser consists of alternate sheets of tinfoil and paper, and is joined across the interrupter contacts, its functions being to reduce the break spark, and to demagnetise the core quickly. The intermittent high voltages generated in the secondary coil produce charges on the secondary condenser, setting up a state of electric strain across the gap. When the gap is set to such a width that the maximum charge on the condenser reaches a value sufficient to break down the insulation of the air, a current will flow across the gap. After a small fraction of time the discharge equalises the potentials, causing the electric strain to be removed; ultimately the condenser again charges up, and discharges across the gap, but in the opposite direction. By this means, electro-magnetic waves are generated, and radiated through the aether, the waves being heavily damped, owing to the losses in the circuit. The receiver consists of two long strips of copper foil arranged in the same line, but separated by a coherer. This consists of a narrow glass tube, exhausted of air, having two plugs of silver attached to platinum wires. Between these plugs is a space partly filled with a metallic powder, composed of 95 per cent. nickel and 5 per cent. silver. In its normal state this presents a high resistance to the passage of an electric current. When electric oscillations are set up in the coherer circuit, the resistance falls very considerably owing to an apparent cohesion of the filings, and a current can pass of sufficient strength to operate a relay. The resistance remains at its low value until the tube is tapped and decohered. The tapper consists of an electro-magnet having vibrating armature arranged in circuit with the coherer and battery. Immediately the coherer becomes a conductor the armature is pulled down, thereby completing another circuit containing battery and electric bell, the clapper of which communicates vibration to the metallic powder. The moment the electro-magnetic radiation ceases, the final blow of the clapper renders the coherer a non-conductor, thus breaking the bell circuit.",,,"[{'name': 'Inv.', 'role': 'inventor'}]",,1904-05,tinfoil;paper;copper foil;silver;nickel,,"The apparatus here shown represents a transmitting and a receiving group constructed for demonstration purposes in the early days of wireless telegraphy. The primary condenserits functions being to reduce the break spark, and to demagnetise the core quickly.  When the gap is set to such a width that the maximum charge on the condenser reaches a value sufficient to break down the insulation of the air, a current will flow across the gap.  By this means, electro-magnetic waves are generated, and radiated through the aether, the waves being heavily damped, owing to the losses in the circuit.  In its normal state this presents a high resistance to the passage of an electric current. When electric oscillations are set up in the coherer circuit, the resistance falls very considerably owing to an apparent cohesion of the filings, and a current can pass of sufficient strength to operate a relay. The resistance remains at its low value until the tube is tapped and decohered.  Immediately the coherer becomes a conductor the armature is pulled down, thereby completing another circuit containing battery and electric bell, the clapper of which communicates vibration to the metallic powder. The moment the electro-magnetic radiation ceases, the final blow of the clapper renders the coherer a non-conductor, thus breaking the bell circuit.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['aether']}"
47,,1924-503,Whole,N/A,TELEPHONE TRANSFORMER,loaned,TELEPHONE TRANSFORMER,"This 10-in. induction coil converted for use as a telephone transformer by rewinding the primary. It was used in conjunction with a Fleming valve, at the ‘Haven’ station, Poole, in 1906, for checking the strength of signals between Clifden and Glace Bay, the first commercial trans-atlantic stations. It is the prototype of the modern compact wireless telephone transformer.",,,"[{'name': ""Marconi's Wireless Telegraph Company"", 'role': 'lender'}, {'name': 'Fleming', 'role': 'user'}]",[],[],"['induction coil', 'wire']",['10-in.'],It is the prototype of the modern compact wireless telephone transformer.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
48,,1920-685,Whole,N/A,MULTIPLE TUNER,donated,MULTIPLE TUNER,"This type of receiver, patented in 1907 by Mr. C. S. Franklin and the makers, was much used on Marconi ship outfits in conjunction with the magnetic detector. The detector, being of low resistance, works on current rather than voltage effects, and hence in this receiver, capacity effects predominate and inductance effects are small. The receiver has three circuits, aerial, intermediate, and detector, each of which must be tuned, and the tuning switches are so connected together that the three circuits may be roughly tuned simultaneously. Finer adjustments are then made by means of the three variable condensers in the three circuits. These condensers are seen on the top of the case. The degree of coupling may be altered by moving the axis of the coils of the intermediate circuit relatively to the aerial and detector circuit coils. This is effected by rotating a handle on the side of the case. The aerial loading inductance is adjusted by means of a multiple contact switch on the left front of the case. A two-way throw-over switch is mounted on the top of the case; in the “stand-by” position it connects the detector directly into the aerial circuit, and when signals are received it is thrown over to the “tune” position so that the detector circuit is coupled to the intermediate circuit and accurate tuning can take place. The instrument is designed to tune to all wave lengths from 300 ft. to 8,000 ft.",,,"[{'name': ""Marconi's Wireless Telegraph Co."", 'role': 'maker'}, {'name': 'C. S. Franklin', 'role': 'inventor'}, {'name': 'H.M. Post Office', 'role': 'donor'}]",[],['1907'],[],"['300 ft.', '8,000 ft.']","This type of receiver, patented in 1907 by Mr. C. S. Franklin and the makers, was much used on Marconi ship outfits in conjunction with the magnetic detector. The detector, being of low resistance, works on current rather than voltage effects, and hence in this receiver, capacity effects predominate and inductance effects are small. The receiver has three circuits, aerial, intermediate, and detector, each of which must be tuned, and the tuning switches are so connected together that the three circuits may be roughly tuned simultaneously. Finer adjustments are then made by means of the three variable condensers in the three circuits. These condensers are seen on the top of the case. The degree of coupling may be altered by moving the axis of the coils of the intermediate circuit relatively to the aerial and detector circuit coils. This is effected by rotating a handle on the side of the case. The aerial loading inductance is adjusted by means of a multiple contact switch on the left front of the case. A two-way throw-over switch is mounted on the top of the case; in the “stand-by” position it connects the detector directly into the aerial circuit, and when signals are received it is thrown over to the “tune” position so that the detector circuit is coupled to the intermediate circuit and accurate tuning can take place. The instrument is designed to tune to all wave lengths from 300 ft. to 8,000 ft.",[],,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
49,MARK II,1924-162,Whole,N/A,,loaned,LONG-WAVE TUNER,"Designed for the Army in 1914 This tuner was designed for the Army in 1914 by Major H. P. T. Lefroy, R.E. It comprises the usual aerial and closed circuits, across either of which the detector and telephones can be connected by means of a switch. The design of the inductances should be noted. They consist of flat square spirals so connected and placed that a maximum mutual inductance effect is obtained with a minimum of resistance and capacity. These coils (one of which can be seen in the base of the instrument) are arranged to give variometer tuning in the open and closed circuits, and variable electro-magnetic coupling between them. The range of wave lengths covered is from 500 to 1,500 metres.",,,"[{'name': 'H. P. T. Lefroy', 'role': 'designer'}]",[],1914,[],"['500 to 1,500 metres']","Designed for the Army in 1914. The design of the inductances should be noted. They consist of flat square spirals so connected and placed that a maximum mutual inductance effect is obtained with a minimum of resistance and capacity. These coils are arranged to give variometer tuning in the open and closed circuits, and variable electro-magnetic coupling between them.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
50,SHORT - WAVE TUNER MARK III,1921-113,Whole,N/A,War Office,loaned,WAVE TUNER MARK III,"This is the standard tuner used by the British Army during the War (1914–18) for the reception of wave lengths ranging from 100 to 700 metres. It is similar to the long wave tuner (see No. 52) except that its aerial circuit inductance is wound with fewer turns, while a variable condenser is substituted for the aerial variometer. The detector and 'phones are also connected straight across the closed circuit condenser when tuning, instead of across the optimum portion of the closed circuit inductance as with the long-wave instrument.",,,"[{'name': 'The War Office', 'role': 'donor'}]",[],1914–18,[],['100 to 700 metres'],"This is the standard tuner used by the British Army during the War (1914–18) for the reception of wave lengths ranging from 100 to 700 metres. It is similar to the long wave tuner (see No. 52) except that its aerial circuit inductance is wound with fewer turns, while a variable condenser is substituted for the aerial variometer. The detector and 'phones are also connected straight across the closed circuit condenser when tuning, instead of across the optimum portion of the closed circuit inductance as with the long-wave instrument.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
51,,1924-193,Whole,N/A,LONG-WAVE RECEIVER,loaned,LONG-WAVE RECEIVER,"This set of is French manufacture, and was designed about 1917 for long wave reception. There are two separate primary or antenna circuits, and either a tuned or an aperiodic secondary circuit is available, the latter being included for quick searching.",,,"[{'name': 'The War Office', 'role': 'lender'}]",['France'],circa 1917,,,"designed for long wave reception. There are two separate primary or antenna circuits, and either a tuned or an aperiodic secondary circuit is available, the latter being included for quick searching.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
52,50,1921-112,Whole,N/A,,loaned,"LONG-WAVE TUNER, MARK IV","Made by Army Signals Experimental Establishment. Lent by The War Office. During the War (1914–1918). This tuner, which was designed during the War (1914–1918), is suitable for the reception of wave lengths ranging from 2,500 to 10,500 metres. With the change-over switch at the “stand by” position, the detector is connected direct in the aerial circuit for quick searching. With the switch at “tune,” the detector is included in a closed circuit, thereby increasing the selectivity, since foreign oscillations will have little effect on the sharply tuned closed circuit, particularly if the coupling is weak. This closed circuit is completed through a roller on the switch, when the latter is at the “tune” position, but is left incomplete at other times in order to avoid energy losses. A three-way detector switch is provided so that either a perikon (chalcopyrites and zincite), a carborundum (with potentiometer) or a valve detector may be used. The valve detector is not included with this set; the terminals marked “valve” must be connected to a separate panel when crystal detection is not used. The set is also provided with a switch marked “detector tap,” which enables the detector to be connected across the optimum portion of the closed circuit inductance to minimise its damping effect. The buzzer is used for adjusting the receiver and crystal detectors. The tuner coils are “bank-wound” with litzendraht (stranded) wire. (See also No. 50). Inv. 1921-112.",,,"[{'name': 'Army Signals Experimental Establishment', 'role': 'made by'}, {'name': 'The War Office', 'role': 'lent by'}]",,1914–1918,chalcopyrites; zincite; carborundum,"2,500 to 10,500 metres","This tuner, which was designed during the War (1914–1918), is suitable for the reception of wave lengths ranging from 2,500 to 10,500 metres. With the change-over switch at the “stand by” position, the detector is connected direct in the aerial circuit for quick searching. With the switch at “tune,” the detector is included in a closed circuit, thereby increasing the selectivity, since foreign oscillations will have little effect on the sharply tuned closed circuit, particularly if the coupling is weak. This closed circuit is completed through a roller on the switch, when the latter is at the “tune” position, but is left incomplete at other times in order to avoid energy losses. A three-way detector switch is provided so that either a perikon (chalcopyrites and zincite), a carborundum (with potentiometer) or a valve detector may be used. The valve detector is not included with this set; the terminals marked “valve” must be connected to a separate panel when crystal detection is not used. The set is also provided with a switch marked “detector tap,” which enables the detector to be connected across the optimum portion of the closed circuit inductance to minimise its damping effect. The buzzer is used for adjusting the receiver and crystal detectors. The tuner coils are “bank-wound” with litzendraht (stranded) wire.",,,"{'count': 0, 'terms': []}","{'count': 3, 'terms': ['perikon', 'chalcopyrites', 'litzendraht']}"
53,,1920-581,Whole,N/A,,donated,TELEFUNKEN RECEIVING SET,"This receiver is of German manufacture and was designed for crystal reception of wave lengths ranging from 200 to 6,000 metres. It was taken from the German submarine V.50. The apparatus is mounted on an ebonite panel, the internal connections being made with stiff wire, enamelled in distinctive colours, so that the various circuits can be traced out. In the centre of the panel is the adjustment “Drehkopplung” for varying the coupling between aerial and detector circuits. At the top, on the left, is provided a barrel switch, by means of which the aerial and closed circuit are adjusted in ten steps for different ranges of wave lengths. The right-hand barrel switch enables either of the detector circuits to be adjusted on each wave length for three degrees of coupling—tight, medium and loose (“fest,” “mittel,” and “lose”). The detectors used are pyrites and carborundum—for which a small two-way switch, “Detektor Wahler,” is fitted at the top of the instrument. A plug-in coil on the right-hand side must be inserted for wave lengths ranging from 3,000 to 6,000 metres. The terminals at the bottom are the aerial and closed circuit condensers, for tuning purposes. Inv.",,,"[{'name': 'The Telefunken Company', 'role': 'maker'}, {'name': 'The Shipbreaking Co., Ltd.', 'role': 'donor'}]",['Germany'],,"['ebonite', 'wire', 'pyrites', 'carborundum']","['200 to 6,000 metres', '3,000 to 6,000 metres']","This receiver is of German manufacture and was designed for crystal reception of wave lengths ranging from 200 to 6,000 metres. It was taken from the German submarine V.50. The apparatus is mounted on an ebonite panel, the internal connections being made with stiff wire, enamelled in distinctive colours, so that the various circuits can be traced out. In the centre of the panel is the adjustment “Drehkopplung” for varying the coupling between aerial and detector circuits. At the top, on the left, is provided a barrel switch, by means of which the aerial and closed circuit are adjusted in ten steps for different ranges of wave lengths. The right-hand barrel switch enables either of the detector circuits to be adjusted on each wave length for three degrees of coupling—tight, medium and loose (“fest,” “mittel,” and “lose”). The detectors used are pyrites and carborundum—for which a small two-way switch, “Detektor Wahler,” is fitted at the top of the instrument. A plug-in coil on the right-hand side must be inserted for wave lengths ranging from 3,000 to 6,000 metres. The terminals at the bottom are the aerial and closed circuit condensers, for tuning purposes.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
54,,"Inv. 1923-234, S.M. 1901 and 1902",Whole,N/A,WIRELESS RECEIVER,loaned,WIRELESS RECEIVER,"Plate 6. Made by Gesellschaft F. Drahtlose Telegraphie. Lent by The Institution of Electrical Engineers. This receiver, known as type E.8I, was taken from the German warship “Baden,” which was interned at Scapa Flow in February, 1919. Crystal reception is used, and all alterations of circuit and wave-length are effected by means of barrel switches and variable condensers. No metal is used in or near any coils, wooden or bone screws being employed, probably in order to cut down eddy current losses. Most of the coupling rods, cranks, etc., are of insulating material, all joints being pinned. The set, which is now incomplete, is in a box measuring 21 in. by 21 in. by 26 3/4 in., on the top of which was a small motor mounted on felt and worked off 220 volts. This motor was started and stopped by the first motor direction, clockwise or anti-clockwise, of the switch marked “ Prüfschalter ” (test-switch). This drove a small toothed wheel, the teeth bearing on a spring contact and cut and spaced so that the word “ Kiel ” was spelt out in morse. A vibratory contact was also incorporated in this circuit, which was intended to facilitate adjustment of the crystals.
Five of these were detachably fitted and chosen at will by a switch (Detektor Wähler) as well as one “ Tonprüf Detektor ” for use when listening-in.
On the right hand side of the box, at the top, was mounted the “ Syncron-Summer,” an instrument for cutting out interference from a local generator.
On the front is a switch marked “ Schaltungswähler ” (circuit-choosing switch). This has six stops marked :—
(1) Prim. (White Stud).
(2) Prim. (Yellow).
(3) Sek. (Red.)
(4) Sek. (White.)
(5) Leibenröhe (Valve circuit—Red.)
(6) Leibenröhe (White.)
The resulting change of circuit effected is shown on the diagram.
The remaining switches control the capacity, inductance and coupling valves in these circuits.
The valve circuit employed was probably a two-valve high frequency amplifier.",,,"[{'name': 'Gesellschaft F. Drahtlose Telegraphie', 'role': 'made by'}, {'name': 'The Institution of Electrical Engineers', 'role': 'donor'}]",[],,wood; bone; insulating material; metal,21 in. by 21 in. by 26 3/4 in.,"This receiver, known as type E.8I, was taken from the German warship “Baden,” which was interned at Scapa Flow in February, 1919. Crystal reception is used, and all alterations of circuit and wave-length are effected by means of barrel switches and variable condensers. No metal is used in or near any coils, wooden or bone screws being employed, probably in order to cut down eddy current losses. Most of the coupling rods, cranks, etc., are of insulating material, all joints being pinned. The set, which is now incomplete, is in a box measuring 21 in. by 21 in. by 26 3/4 in., on the top of which was a small motor mounted on felt and worked off 220 volts. This motor was started and stopped by the first motor direction, clockwise or anti-clockwise, of the switch marked “ Prüfschalter ” (test-switch). This drove a small toothed wheel, the teeth bearing on a spring contact and cut and spaced so that the word “ Kiel ” was spelt out in morse. A vibratory contact was also incorporated in this circuit, which was intended to facilitate adjustment of the crystals.
Five of these were detachably fitted and chosen at will by a switch (Detektor Wähler) as well as one “ Tonprüf Detektor ” for use when listening-in.
On the right hand side of the box, at the top, was mounted the “ Syncron-Summer,” an instrument for cutting out interference from a local generator.
On the front is a switch marked “ Schaltungswähler ” (circuit-choosing switch). This has six stops marked :—
(1) Prim. (White Stud).
(2) Prim. (Yellow).
(3) Sek. (Red.)
(4) Sek. (White.)
(5) Leibenröhe (Valve circuit—Red.)
(6) Leibenröhe (White.)
The resulting change of circuit effected is shown on the diagram.
The remaining switches control the capacity, inductance and coupling valves in these circuits.
The valve circuit employed was probably a two-valve high frequency amplifier.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Leibenröhe']}"
55,7,1923-444,Whole,N/A,RIGHI PATTERN SHORT WAVE OIL-IMMERSED OSCILLATOR,donated,RIGHI PATTERN SHORT WAVE OIL-IMMERSED OSCILLATOR,"This type of oscillator was invented by Prof. Righi, of Bologna, about 1896, and was used by Senatore Marconi during his early experiments, until superseded by the type of multiple oscillator shown at No. 7. It was also used for the generation of short Hertzian waves, such as are used for demonstrating quasi-optical phenomena.
The immersion of the sparking surfaces in oil tends to increase the incon-veniently small energy of emission which is generally obtained with oscillators of such small capacity, as a high potential difference is reached before the oil breaks down.
The gap resistance is reasonably low immediately after the disruption of the spark, whereas between surfaces far enough apart in air to make the breakdown-strength equal to that of the short oil gap, the ohmic resistance of the spark would be so high that oscillations would be feeble or non-existent. Such oscillators are troublesome as high-power radiators because the oil decomposes, and if the succession of sparks is rapid the oil has not time to close in and fill the gap when a spark has taken place. In such a case only the first of a stream of sparks is oscillatory, and after its passage the oil is worse than useless.",,oil decomposes,"[{'name': 'R. P. Howgrave-Graham', 'role': 'donor'}, {'name': 'Prof. Righi', 'role': 'inventor'}, {'name': 'Senatore Marconi', 'role': 'user'}]",['Bologna'],about 1896,oil,,"This type of oscillator was used for the generation of short Hertzian waves, such as are used for demonstrating quasi-optical phenomena. The immersion of the sparking surfaces in oil tends to increase the incon-veniently small energy of emission which is generally obtained with oscillators of such small capacity, as a high potential difference is reached before the oil breaks down. The gap resistance is reasonably low immediately after the disruption of the spark, whereas between surfaces far enough apart in air to make the breakdown-strength equal to that of the short oil gap, the ohmic resistance of the spark would be so high that oscillations would be feeble or non-existent. Such oscillators are troublesome as high-power radiators because the oil decomposes, and if the succession of sparks is rapid the oil has not time to close in and fill the gap when a spark has taken place. In such a case only the first of a stream of sparks is oscillatory, and after its passage the oil is worse than useless.",,1923,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Senatore Marconi']}"
56,ADJUSTABLE SPARK GAP,1924-179,Whole,N/A,The War Office,loaned,ADJUSTABLE SPARK GAP,"This early form of spark gap consists of two cylindrical steel rods having flat ends, between which the spark is formed. The rods are urged apart by springs, and by compressing the springs the gap can be adjusted.
In all types of gap the passage of the spark ionises the air and makes it temporarily conducting. The gap therefore functions as an automatic switch.
Stationary spark gaps of this kind arc not constant in action. There is a tendency toward the formation of an arc across the ionised gap, wasting power and delaying the recovery of the insulating properties of the gap. Moreover, the interval between successive sparks is apt to be very uneven, as the spark takes place between a succession of pairs of points.",,,"[{'name': 'The War Office', 'role': 'donor'}]",[],,['steel'],[],"['This early form of spark gap consists of two cylindrical steel rods having flat ends, between which the spark is formed. The rods are urged apart by springs, and by compressing the springs the gap can be adjusted.', 'In all types of gap the passage of the spark ionises the air and makes it temporarily conducting. The gap therefore functions as an automatic switch.', 'Stationary spark gaps of this kind arc not constant in action. There is a tendency toward the formation of an arc across the ionised gap, wasting power and delaying the recovery of the insulating properties of the gap. Moreover, the interval between successive sparks is apt to be very uneven, as the spark takes place between a succession of pairs of points.']",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
57,7,1924-497,Whole,N/A,FIRST TWO TRANSMITTING DISCS FOR MUSICAL SPARK TRANSMISSION,loaned,Transmitting Discs for Musical Spark Transmission,"The brass-toothed wheel was used by the Marconi Company at the “ Haven ” station, Poole, in 1906, for experiments on musical spark transmission. The radial-studded steel disc was the first to be installed for the transmission of commercial sparks signals with a musical note ; it was used at Poldhu for this purpose in 1907. (See also No. 59.) Inv. 1924-497, S.M. 2161.",,,"[{'name': 'Marconi’s Wireless Telegraph Company', 'role': 'Lender'}, {'name': 'Marconi Company', 'role': 'User'}]","['Poole', 'Poldhu']","['1906', '1907']","['brass', 'steel']",,Experiments on musical spark transmission. The radial-studded steel disc was the first to be installed for the transmission of commercial sparks signals with a musical note.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
58,,1924-493,Whole,N/A,TUNED FIELD TRANSMITTER AND SPARK COIL,loaned,TUNED FIELD TRANSMITTER AND SPARK COIL,Lent by Marconi's Wireless Telegraph Company. approximately 1907 This represents a very early attempt to manufacture really portable wireless sets for Army use; its date is approximately 1907. The apparatus presents no unusual features.,,,"[{'name': ""Marconi's Wireless Telegraph Company"", 'role': 'lender'}]",,approximately 1907,,,This represents a very early attempt to manufacture really portable wireless sets for Army use.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
59,ROTARY SPARK GAP,Inv. 1924-180,Whole,N/A,,loaned,ROTARY SPARK GAP,"This is an early form of rotary spark gap, designed by Mr. J. G. Balsillie, about 1910. The main advantage of such gaps is that any tendency towards arcing is checked by the rotation of the electrodes, which wear out any incipient arc. In the present example this effect is heightened by the peculiar shape of the rotating electrodes, which produce a large air pressure between the surfaces when they are in close proximity. The direction of rotation is, of course, such that the convex surface of a moving electrode is the first to reach the fixed electrode. (See also No. 57.)",,,"[{'name': 'J. G. Balsillie', 'role': 'designer'}]",,about 1910,,,"This is an early form of rotary spark gap. The main advantage of such gaps is that any tendency towards arcing is checked by the rotation of the electrodes, which wear out any incipient arc. In the present example this effect is heightened by the peculiar shape of the rotating electrodes, which produce a large air pressure between the surfaces when they are in close proximity. The direction of rotation is, of course, such that the convex surface of a moving electrode is the first to reach the fixed electrode.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
60,1921-623,,Whole,N/A,The Imperial War Museum,donated,MOTOR GENERATOR,"This set was used for wireless work in a German submarine during the late War (1914-18), and consists of a continuous current motor, coupled direct to an alternator. The D.C. motor is series-wound, taking 13 amperes at 110 volts, and running at 3,000 r.p.m. The generator yields alternating current at 220 volts and 500 cycles. This current would be fed to a transformer similar to the adjacent example, and the output from this would then be used for spark transmission.",,,"[{'name': 'The A.E.G. Company', 'role': 'maker'}, {'name': 'The Imperial War Museum', 'role': 'presenter'}]",['Berlin'],,,"['13 amperes', '110 volts', '3,000 r.p.m.', '220 volts', '500 cycles']",This set was used for wireless work in a German submarine during the late War (1914-18).,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
61,47,1921-626,Whole,N/A,WIRELESS TELEGRAPH TRANSFORMER,donated,WIRELESS TELEGRAPH TRANSFORMER,"This is a typical alternating current transformer, designed for a ship's wireless transmitter, to enable it to be operated from the main electric supply. The transformer is of the closed-core type and has a step-up ratio of 150 to 5,000 volts, the latter pressure being applied to the closed circuit of a damped wave transmitter. The winding layers are interspaced with insulating material, and when in use the transformer is impregnated with bitumen to increase the insulation. The iron case is provided with an earthing terminal. The transformer was taken from a German salvage vessel.",,,"[{'name': 'Siemens-Halske', 'role': 'maker'}, {'name': 'The Imperial War Museum', 'role': 'donor'}]",,,bitumen;iron,"150 to 5,000 volts","This is a typical alternating current transformer, designed for a ship's wireless transmitter, to enable it to be operated from the main electric supply. The transformer is of the closed-core type and has a step-up ratio of 150 to 5,000 volts, the latter pressure being applied to the closed circuit of a damped wave transmitter.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
62,,1924-186,Whole,N/A,,loaned,OSCILLATION TRANSFORMER AND AERIAL TUNING INDUCTANCE,"This oscillation transformer, or ""Tesla"" coil, formed part of the transmitting equipment of a 1½ kw. quenched spark set, first manufactured for Army use in 1916. The set was carried on a light motor lorry, the engine of which was used to drive the transmitter alternator. The closed circuit inductance is variable by means of plugs and movable sockets, and forms a hinged coupling with the aerial circuit inductance, which is continuously variable. The range of wave-lengths is from 550 to 1,200 metres.",,,"[{'name': 'The War Office', 'role': 'lender'}]",,1916,,,"This oscillation transformer, or ""Tesla"" coil, formed part of the transmitting equipment of a 1½ kw. quenched spark set, first manufactured for Army use in 1916. The set was carried on a light motor lorry, the engine of which was used to drive the transmitter alternator. The closed circuit inductance is variable by means of plugs and movable sockets, and forms a hinged coupling with the aerial circuit inductance, which is continuously variable. The range of wave-lengths is from 550 to 1,200 metres.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
63,1921-625,,Whole,N/A,The Imperial War Museum,,VARIABLE TRANSMITTING INDUCTANCE,"This is an inductance coil of German make, composed of flat coils, which are normally immersed in oil in a glass container. It consists of six spiral springs from which tappings are taken to 11 contacts fixed to the inside of an ebonite cylinder, the connections thereto being insulated with concentric sleeves of cardboard and glass. The whole is contained in a small glass tank which normally contains the insulating oil; the ebonite cover has a rotating copper brush which makes contact with the coil connections.",,oil,"[{'name': None, 'role': 'maker'}]",['German'],,flat coils;oil;glass;spiral springs;contacts;ebonite;cardboard;glass;glass tank;copper,,This is an inductance coil of German make.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
64,1921-624,,Whole,N/A,The Imperial War Museum,donated,TRANSMITTING VARIOMETER,"This variable inductance comprises two sets of coils, one being fixed and the other moving. The coils are spirally wound with Litzendraht wire and are connected in parallel.",,,"[{'name': 'The Imperial War Museum', 'role': 'donor'}]",,,Litzendraht wire,,"This variable inductance comprises two sets of coils, one being fixed and the other moving.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
65,1914–1918,1924-183,Whole,N/A,TRANSMITTING VARIOMETER,loaned,TRANSMITTING VARIOMETER,"This example of a four-coil transmitting variometer was used in one of the German stations during the War (1914–1918). The apparatus consists of four coils wound of flat strip to provide a large surface for the passage of high-frequency currents, the strips being clamped between corrugated porcelain guides held in a framework of wood and red fibre screws and nuts. The four coils are connected in series, and the holders are cross-connected through gearing so that each pair of coils can be simultaneously, and uniformly, advanced and retracted to vary their mutual inductance. A coupling is provided for a remote control for moving the coils, and the whole mechanism is of a very robust nature.",,,"[{'name': 'The War Office', 'role': 'donor'}, {'name': 'Prof. Fleming', 'role': 'author'}]","[{'name': 'German stations', 'role': 'used'}]",1914–1918,porcelain;wood;red fibre,,"This example of a four-coil transmitting variometer was used in one of the German stations during the War (1914–1918).  The four coils are connected in series, and the holders are cross-connected through gearing so that each pair of coils can be simultaneously, and uniformly, advanced and retracted to vary their mutual inductance. A coupling is provided for a remote control for moving the coils, and the whole mechanism is of a very robust nature.","Prof. Fleming's work, “The Principles of Electric Wave Telegraphy and Telephony, p. 166.",,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['variometer']}"
