RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
64,1902-163,,Whole,N/A,GLASGOW UNIVERSITY,,PHOTOGRAPH OF MODEL OF NEWCOMEN ENGINE,Received 1902. From repairing this model in 1763 James Watt was led to the invention of the separate condenser. Inv. 1902-163.,,,"[{'name': 'James Watt', 'role': 'inventor'}]",[],1763,[],[],Photograph of a model of the Newcomen Engine. Repairing this model in 1763 led James Watt to the invention of the separate condenser.,,1902,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Newcomen Engine']}"
65,,"1876-1267, S.M. 800",Part,N/A,,,,"The top of the closed vertical tube—which is the separate condenser—projects a small tube closed by a snifting valve, opening outward. The condenser and air-pump were enclosed in a cistern of cold water, and the air-pump was fitted with a piston. A sectional drawing of the apparatus is attached. For some unknown reason the model is now soldered together in an unworkable manner. Possibly Watt, after his experiments and before his patent was secured, felt that the model might fall into dishonest hands, and therefore left it in this misleading shape, with the steam jacket opening into the condenser and the hole in the cylinder end, and at J soldered over. That the condenser pipe E originally joined the cylinder at the now closed hole at J is proved by the curved notch filed in the cylinder cover, which notch is now purposeless, but would be necessary with the condenser in the higher position; the short pipe from J into the cylinder also admits of no other explanation. Steam to the jacket entered at B, and there is a small hole in the lower cover of the cylinder to act as a drain. By a cock, steam was admitted into the cylinder through the now closed hole in the top cover, and filling the cylinder it blew through into the upper part of the condenser and out at the snifting valve at G. When all air had been displaced the cock was shut and the piston in the air-pump H was pulled up by hand, thus leaving an exhausted and cold chamber at F into which the steam from the cylinder rushed and was immediately condensed. As the weight then lifted by the piston was 18 lb., the condenser pressure was nearly 12 lb. below that of the atmosphere, corresponding to a vacuum of 24 in. of mercury.",,,"[{'name': 'Watt', 'role': 'associated person'}]",,,['mercury'],"['18 lb.', '12 lb. below that of the atmosphere', '24 in. of mercury']","For some unknown reason the model is now soldered together in an unworkable manner. Possibly Watt, after his experiments and before his patent was secured, felt that the model might fall into dishonest hands, and therefore left it in this misleading shape, with the steam jacket opening into the condenser and the hole in the cylinder end, and at J soldered over. That the condenser pipe E originally joined the cylinder at the now closed hole at J is proved by the curved notch filed in the cylinder cover, which notch is now purposeless, but would be necessary with the condenser in the higher position; the short pipe from J into the cylinder also admits of no other explanation. Steam to the jacket entered at B, and there is a small hole in the lower cover of the cylinder to act as a drain. By a cock, steam was admitted into the cylinder through the now closed hole in the top cover, and filling the cylinder it blew through into the upper part of the condenser and out at the snifting valve at G. When all air had been displaced the cock was shut and the piston in the air-pump H was pulled up by hand, thus leaving an exhausted and cold chamber at F into which the steam from the cylinder rushed and was immediately condensed. As the weight then lifted by the piston was 18 lb., the condenser pressure was nearly 12 lb. below that of the atmosphere, corresponding to a vacuum of 24 in. of mercury.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
66,No. 2,"1876-1268, 11,866, S.M. 801 and 804",Whole,N/A,Watt Collection,,ORIGINAL MODEL OF A SURFACE CONDENSER,"This model, which was probably made very shortly after No. 62, is complete, and shows an excellent surface condenser and air-pump. The condenser is circular, and is traversed by 140 small tubes soldered into a metal tube plate at each end. The cooling water passes through the interior of the tubes. A vertical air-pump is attached to the side of the casing, and consists of two tubes united below. The short one is the barrel of the air-pump and is fitted with a solid piston. The longer one is fitted with a delivery valve at the top, and a suction valve where it is connected with the lower end of the condenser. The exhaust steam entered the upper portion of the condenser, and the lower outlet opened into the column of the air-pump in such a way that the rising and falling of the water column with the motion of the air-pump piston removed all air from the condensed water. In this way an excellent vacuum would be maintained, and modern engine air-pumps are only found efficient when they accord with the principles here observed by Watt. Through the difficulty found in maintaining this form of condenser tight, Watt soon discarded it for the jet form, but now with improved methods of construction the tubular surface condenser is the form most in use, chiefly owing to the supply of pure water that it gives ready for returning into the boiler.",,,"[{'name': 'Watt', 'role': 'observed principles'}]",,1876,metal,,"This model, which was probably made very shortly after No. 62, is complete, and shows an excellent surface condenser and air-pump. The condenser is circular, and is traversed by 140 small tubes soldered into a metal tube plate at each end. The cooling water passes through the interior of the tubes. A vertical air-pump is attached to the side of the casing, and consists of two tubes united below. The short one is the barrel of the air-pump and is fitted with a solid piston. The longer one is fitted with a delivery valve at the top, and a suction valve where it is connected with the lower end of the condenser. The exhaust steam entered the upper portion of the condenser, and the lower outlet opened into the column of the air-pump in such a way that the rising and falling of the water column with the motion of the air-pump piston removed all air from the condensed water. In this way an excellent vacuum would be maintained, and modern engine air-pumps are only found efficient when they accord with the principles here observed by Watt. Through the difficulty found in maintaining this form of condenser tight, Watt soon discarded it for the jet form, but now with improved methods of construction the tubular surface condenser is the form most in use, chiefly owing to the supply of pure water that it gives ready for returning into the boiler.",,1876,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
67,1777,15816,Part,N/A,BOULTON AND WATT PUMPING ENGINE,donated,PORTIONS OF BOULTON AND WATT PUMPING ENGINE,"The parts here preserved belonged to the “Old Bess” pumping engine which was erected in 1777 by James Watt at Matthew Boulton's manufactory, Soho, near Birmingham. The engine embodied the separate condenser, the first improvement made by Watt upon Newcomen's engine. Watt first knew him was a manufacturer of ornamental metal articles and used water-wheels to drive his machinery. In dry weather when the flow diminished six to ten horses had to be brought in to assist; to lessen such expense, this pumping engine was installed to pump water from the tail race back to the head race, as shown by the adjoining model (see No. 66), a practice not unknown even after Watt had made his engine rotative. The steam cylinder is 33 in. diam., the stroke is 7 ft. and the pump is 24 in. diam. On being dismantled a small furnace beneath the steam cylinder was discovered. It is known that in his very early engines Watt used such a furnace to re-evaporate the water which condensed in the steam case and thus reduce steam consumption. The engine remained in use till 1848, when the business was discontinued. The original parts are the steam cylinder; the piston and piston rod, shown apart; the beam complete with chains and plummer blocks; and one length of pump barrel.",,,"[{'name': 'James Watt', 'role': 'erected'}, {'name': 'Matthew Boulton', 'role': 'manufacturer'}, {'name': 'Messrs. Branson & Gwyther', 'role': 'donor'}]","[{'name': 'Soho, near Birmingham', 'role': 'manufactory'}]",1777,,"['33 in. diam.', '7 ft.', '24 in. diam.']","The engine embodied the separate condenser, the first improvement made by Watt upon Newcomen's engine. Watt first knew him was a manufacturer of ornamental metal articles and used water-wheels to drive his machinery. In dry weather when the flow diminished six to ten horses had to be brought in to assist; to lessen such expense, this pumping engine was installed to pump water from the tail race back to the head race, as shown by the adjoining model (see No. 66), a practice not unknown even after Watt had made his engine rotative. It is known that in his very early engines Watt used such a furnace to re-evaporate the water which condensed in the steam case and thus reduce steam consumption.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
68,,1915-588,Whole,N/A,,,SKETCHES OF “OLD BESS” PUMPING ENGINE,"These sketches are reduced from originals that probably represent, on the left, the engine in 1777; on the right, its state previous to its being dismantled in 1848. A full description of the engine is given on the portions preserved, which are close by.",,,[],[],,,,"Sketches of the ""Old Bess"" pumping engine, showing its state in 1777 and previous to its dismantling in 1848. A full description is provided on preserved portions nearby.",,1915,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
69,"II., No. 3","Inv. 1894-151, 21, 530, S.M. 229",Whole,N/A,MODEL OF “OLD BESS” ENGINE,,MODEL OF “OLD BESS” ENGINE (working),"Made in the Museum, 1894. 1894 This model, which has been constructed from the data given by the existing portions of the engine, together with those on two early drawings, shows the general arrangement of the engine erected at Boulton’s manufactory at Soho in 1777.
James Watt’s first steam engine was constructed and tried at Kinneil in Scotland in 1769, and was sent to Birmingham in 1773. At Kinneil the engine, although it had a separate condenser (see No. 62) and embodied other improvements, was hardly a success owing to its defective mechanical construction. When Watt joined Boulton the engine and boiler were conveyed from Scotland by water via Hull to Birmingham, and for two years the engine was being rebuilt and improved, until, with a new bored cast-iron cylinder, 2 ft. stroke, it worked fairly well. It was known as “Beelzebub,” and had an 18 in. cylinder, 5 ft. stroke, and worked an 18·5 in. pump against a 24 ft. head. In 1777 it was injured by fire, and “Old Bess” was constructed immediately afterwards; it was, however, of considerably more power, as the steam cylinder is 33 in. diam. with a 7 ft. stroke, and the pump has a diam. of 24 in. Its duty was to pump water from the tail-race back into the head-race of a water-wheel of 24 ft. diam. and 6 ft. breast, at times when the stream flow was insufficient. This indirect method of obtaining rotatory motion by steam power had previously been employed in London and elsewhere. Long after the introduction of the rotative steam engine, however, this method of driving was still practised for textile machinery, owing to the more regular motion that it was considered was obtainable by the intervention of a water-wheel. The power lost must, however, have been considerable, for if the mechanical efficiency of the water-wheel and its gearing was 50 per cent. and that of the pumps 80 per cent., the combined efficiency could only be 40 per cent., which would be only one-half of the mechanical efficiency of a directly rotative engine, so that twice the amount of coal then necessary would be consumed in doing the required work.",,,"[{'name': 'James Watt', 'role': 'inventor'}, {'name': 'Boulton', 'role': 'manufacturer'}]","['Soho', ""Boulton's manufactory"", 'Birmingham', 'Kinneil, Scotland', 'London']","['1777', '1769', '1773', '1894']",['cast-iron'],"['1: 12', '2 ft. stroke', '18 in. cylinder', '5 ft. stroke', '18·5 in. pump', '24 ft. head', '33 in. diam.', '7 ft. stroke', '24 in. diam.', '24 ft. diam.', '6 ft. breast']","['Shows the general arrangement of the engine erected at Boulton’s manufactory at Soho in 1777.', 'This model, which has been constructed from the data given by the existing portions of the engine, together with those on two early drawings.', 'At Kinneil the engine, although it had a separate condenser (see No. 62) and embodied other improvements, was hardly a success owing to its defective mechanical construction.', 'When Watt joined Boulton the engine and boiler were conveyed from Scotland by water via Hull to Birmingham, and for two years the engine was being rebuilt and improved, until, with a new bored cast-iron cylinder, 2 ft. stroke, it worked fairly well.', 'It was known as “Beelzebub,” and had an 18 in. cylinder, 5 ft. stroke, and worked an 18·5 in. pump against a 24 ft. head.', 'In 1777 it was injured by fire, and “Old Bess” was constructed immediately afterwards; it was, however, of considerably more power, as the steam cylinder is 33 in. diam. with a 7 ft. stroke, and the pump has a diam. of 24 in.', 'Its duty was to pump water from the tail-race back into the head-race of a water-wheel of 24 ft. diam. and 6 ft. breast, at times when the stream flow was insufficient.', 'This indirect method of obtaining rotatory motion by steam power had previously been employed in London and elsewhere.', 'Long after the introduction of the rotative steam engine, however, this method of driving was still practised for textile machinery, owing to the more regular motion that it was considered was obtainable by the intervention of a water-wheel.', 'The power lost must, however, have been considerable, for if the mechanical efficiency of the water-wheel and its gearing was 50 per cent. and that of the pumps 80 per cent., the combined efficiency could only be 40 per cent., which would be only one-half of the mechanical efficiency of a directly rotative engine, so that twice the amount of coal then necessary would be consumed in doing the required work.']",[],1894,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['“Beelzebub”']}"
70,1777,1898-46,Whole,N/A,,donated,PHOTOGRAPH OF EARLY WATT ENGINE,"This engine was constructed in 1777 by Messrs. Boulton and Watt for the pumping station of the Birmingham Canal Navigations at Rolfe Street, Smethwick. The engine was worked regularly till 1892, and occasionally afterwards till 1898, when the house was demolished, and the photograph taken, prior to the removal of the engine to its future resting place at Ocker Hill, Tipton, where it is being preserved in working condition.",,,"[{'name': 'Boulton and Watt', 'role': 'maker'}, {'name': 'G. R. Jebb, Esq.', 'role': 'donor'}]","['Birmingham Canal Navigations at Rolfe Street, Smethwick']",1777,iron; timber,32 in. diam.; 8 ft. stroke,"The engine was worked regularly till 1892, and occasionally afterwards till 1898, when the house was demolished, and the photograph taken, prior to the removal of the engine to its future resting place at Ocker Hill, Tipton, where it is being preserved in working condition.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Messrs.']}"
71,64,S.M. 779 and 780,Whole,N/A,Watt Collection,,MODEL OF A SINGLE-ACTING BEAM PUMPING ENGINE,"This is a working model of an engine resembling the present Cornish pumping engine, and in its arrangement and details is somewhat similar to the “Old Bess” engine (see No. 64); but it is of later date, as both piston and pump-rod ends are guided by Watt’s parallel motion. The condenser, which is very small, is arranged in a tank, and by its side is the air-pump, which is driven by a prolongation of the plug rod. The valve gear is of the latch type driven by tappets from the plug rod. The parallel motion for the plug rod is derived from the parallel point by an additional pantograph. The pump is in a large wooden tank, and has its bucket weighted with lead to represent the heavy spear rods of a mining pump. Inv. 1876-1253, S.M. 779 and 780.",,,"[{'name': 'Watt', 'role': 'collection'}]",[],1876,"['lead', 'wooden']",[],"This is a working model of an engine resembling the present Cornish pumping engine, and in its arrangement and details is somewhat similar to the “Old Bess” engine. The condenser is very small. The bucket is weighted with lead to represent the heavy spear rods of a mining pump.",,1876,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
72,340,1897-123,Whole,N/A,DRAWING OF WATT'S SINGLE-ACTING PUMPING ENGINE.,,WATT'S SINGLE-ACTING PUMPING ENGINE.,"This represents the arrangement supplied by Messrs. Boulton and Watt in 1788, but it differs only in detail from the standard Cornish pumping engine subsequently so extensively used. The engine valves are of the drop type, connected by racks and segmental arms with levers struck by tappets on the plug or air-pump rod; the top valve admits steam to the cylinder and was known as the ""expansion"" valve, as it was shut off when the piston was at about half-stroke, thereby allowing the remainder of the stroke to be performed by the expansion of the steam previously admitted which performed the work upon the boiler. The lower or ""equilibrium"" valve is opened when the piston reaches the bottom of its stroke, thus allowing the steam above the piston to pass to the lower side, so that by the weight of the pump-rods the piston ascends to the upper end of the cylinder. The lowest valve controls the passage from the lower end of the cylinder to the condenser, and is open throughout the down-stroke of the piston. The well-known high economy of these engines is largely due to their acting somewhat as if compounded, since the upper portion of the piston and cylinder are never exposed to the low temperature of steam discharging into the condenser; the cylinder also has a steam jacket. The closed top cylinder here employed was introduced by Watt in 1774. The boiler shown is of the ""wagon"" type (see No. 340), and probably worked at about 5 lb. per sq. in. above atmospheric pressure.",,,"[{'name': 'Boulton and Watt', 'role': 'supplier'}, {'name': 'Watt', 'role': 'introducer'}]",,1788,,Scale 1: 28.,"This represents the arrangement supplied by Messrs. Boulton and Watt in 1788, but it differs only in detail from the standard Cornish pumping engine subsequently so extensively used. The engine valves are of the drop type, connected by racks and segmental arms with levers struck by tappets on the plug or air-pump rod; the top valve admits steam to the cylinder and was known as the ""expansion"" valve, as it was shut off when the piston was at about half-stroke, thereby allowing the remainder of the stroke to be performed by the expansion of the steam previously admitted which performed the work upon the boiler. The lower or ""equilibrium"" valve is opened when the piston reaches the bottom of its stroke, thus allowing the steam above the piston to pass to the lower side, so that by the weight of the pump-rods the piston ascends to the upper end of the cylinder. The lowest valve controls the passage from the lower end of the cylinder to the condenser, and is open throughout the down-stroke of the piston. The well-known high economy of these engines is largely due to their acting somewhat as if compounded, since the upper portion of the piston and cylinder are never exposed to the low temperature of steam discharging into the condenser; the cylinder also has a steam jacket. The closed top cylinder here employed was introduced by Watt in 1774. The boiler shown is of the ""wagon"" type (see No. 340), and probably worked at about 5 lb. per sq. in. above atmospheric pressure.",,1897,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
73,1876,1876-1264—S.M. 802,Whole,N/A,,,SECTIONAL MODEL OF TWIN CYLINDER ENGINE,"This is a double cylinder engine in which both cylinders are single-acting but have their piston rods connected by a chain, so that working alternately they are equivalent to one double-acting cylinder. The chain passes over and is fixed to a grooved wheel carrying a crank pin at the back, which would drive a connecting or pump-rod. The upper ends of the cylinders are closed but in free communication, and a non-return valve in each piston will permit steam to pass upward into this space. Below each cylinder is an air pump and condenser, the air-pump rods being connected by a chain passing over and fixed to a smaller wheel (now missing) on the overhead shaft. At the foot of each cylinder is a steam valve and an exhaust valve, by which communication is opened alternately with the boiler and the jet-condenser which is in the eduction pipe leading to the air-pump.",,,"[{'name': 'JAMES WATT', 'role': 'maker'}]",,1876,,,"This is a double cylinder engine in which both cylinders are single-acting but have their piston rods connected by a chain, so that working alternately they are equivalent to one double-acting cylinder. The chain passes over and is fixed to a grooved wheel carrying a crank pin at the back, which would drive a connecting or pump-rod. The upper ends of the cylinders are closed but in free communication, and a non-return valve in each piston will permit steam to pass upward into this space. Below each cylinder is an air pump and condenser, the air-pump rods being connected by a chain passing over and fixed to a smaller wheel (now missing) on the overhead shaft. At the foot of each cylinder is a steam valve and an exhaust valve, by which communication is opened alternately with the boiler and the jet-condenser which is in the eduction pipe leading to the air-pump.",,1876,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
74,1876,1876-1254a & 1513—S.M. 831 & 837,Whole,N/A,MODELS OF AN INVERTED CYLINDER PUMPING ENGINE,,MODELS OF AN INVERTED CYLINDER PUMPING ENGINE,"This arrangement of direct-acting pumping engine was proposed by Watt in 1765-6 when introducing his separate condenser, but abandoned in favour of the beam construction adopted by Newcomen. It is now usually known as the ""Bull"" engine, owing to its having been introduced and constructed on a practical scale by Edward Bull, who, in conjunction with Trevithick, erected several important pumping plants in Cornwall. They were, however, infringing Watt's patents, and in 1793-5 were stopped by legal proceedings. The cylinder is supported over the pumping shaft by beams extending across the engine house, and the main rod passes through the bottom of the cylinder and is directly attached to the pump spears, the weight of which performed the downward stroke of the pump (in the model it is assisted by a leaden weight). Beneath the cylinder is a short rocking beam by which some of the weight of the spears is counterbalanced, and from which the motion for the valve gear and air-pump is obtained. From the sectional model it is seen that the exhaust pipe is provided with a jet and used as a condenser, which is cleared by a vertical air-pump; the jet is, however, intermittent, being controlled by the valve gear so that it is only turned on during the exhaust stroke.",,,"[{'name': 'Watt', 'role': 'proposer'}, {'name': 'Newcomen', 'role': 'constructor'}, {'name': 'Edward Bull', 'role': 'introducer'}, {'name': 'Edward Bull', 'role': 'constructor'}, {'name': 'Trevithick', 'role': 'erector'}, {'name': 'Watt', 'role': 'patent holder'}]",['Cornwall'],"['1765-6', '1793-5']",['leaden weight'],,"['This arrangement of direct-acting pumping engine was proposed by Watt in 1765-6 when introducing his separate condenser, but abandoned in favour of the beam construction adopted by Newcomen. It is now usually known as the ""Bull"" engine, owing to its having been introduced and constructed on a practical scale by Edward Bull, who, in conjunction with Trevithick, erected several important pumping plants in Cornwall. They were, however, infringing Watt\'s patents, and in 1793-5 were stopped by legal proceedings. The cylinder is supported over the pumping shaft by beams extending across the engine house, and the main rod passes through the bottom of the cylinder and is directly attached to the pump spears, the weight of which performed the downward stroke of the pump (in the model it is assisted by a leaden weight). Beneath the cylinder is a short rocking beam by which some of the weight of the spears is counterbalanced, and from which the motion for the valve gear and air-pump is obtained. From the sectional model it is seen that the exhaust pipe is provided with a jet and used as a condenser, which is cleared by a vertical air-pump; the jet is, however, intermittent, being controlled by the valve gear so that it is only turned on during the exhaust stroke.']",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
75,N/A,1908-185,Whole,N/A,Rotative Beam Engine,,Rotative Beam Engine,"rotative beam engine at a distillery near Whitechapel Road (i.e., where Durward Street now stands), and for the payment to the former of an annual premium of 63l. during the unexpired term (i.e., of 14 years) of Watt's patent. The engine was to be of 10 h.p., having a cylinder 17 in. diam. by 5 ft. stroke, to be used for grinding malt or other grain and for pumping water, “worts” and “wash.” The very important step of adapting the engine to produce rotative motion in order that it might enter the wide field of industrial employment was made by Watt in 1781–84. Forestalled in the use of the crank, he schemed several equivalent mechanisms (see No. 174–8); he made the engine double-acting and invented the parallel motion to take the place of the flexible connection between the piston rod and the beam. Boulton and Watt sold their pumping engines on a royalty of one-third of the saving in coal resulting as compared with an atmospheric engine doing the same work, and on the introduction of their rotative engine adopted a ""premium"" similarly based on the saving resulting as compared with the power (e.g., of 10 horses) which was replaced.",,,"[{'name': 'Watt', 'role': 'inventor'}, {'name': 'Boulton and Watt', 'role': 'seller'}]",['near Whitechapel Road'],1781–84,,"['10 h.p.', 'cylinder 17 in. diam.', '5 ft. stroke']","The very important step of adapting the engine to produce rotative motion in order that it might enter the wide field of industrial employment was made by Watt in 1781–84. Forestalled in the use of the crank, he schemed several equivalent mechanisms (see No. 174–8); he made the engine double-acting and invented the parallel motion to take the place of the flexible connection between the piston rod and the beam. Boulton and Watt sold their pumping engines on a royalty of one-third of the saving in coal resulting as compared with an atmospheric engine doing the same work, and on the introduction of their rotative engine adopted a ""premium"" similarly based on the saving resulting as compared with the power (e.g., of 10 horses) which was replaced.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['h.p.']}"
76,174,"1861-46-28,661",Whole,N/A,BOULTON AND WATT’S ROTATIVE ENGINE,donated,ROTATIVE ENGINE,"Constructed by James Watt; Presented by Matthew Piers Watt Boulton, Esq. 1788 (Erected) This is a very early example of the double-acting rotative beam engine with separate condenser and air pump, constructed by James Watt. It was erected at Soho Manufactory, near Birmingham, in 1788, where it was known as the “Lap” engine because of its use for driving machinery for lapping or polishing steel ornaments. It continued at work till 1858. The framing is entirely of timber bound together by straps and bolts. The cylinder is 18.75 in. diam. by 4 ft. stroke, and Watt's parallel motion is used to transmit the movement of the piston to the beam. The latter is of timber, equal-armed, and actuates by a cast-iron connecting rod and sun and planet gearing (see No. 174), a mortice-toothed flywheel which at Soho drove two pinions 3 ft. diam. from the shafts of which motion was communicated by belts or gearing to 43 metal-working machines. The weight of the connecting rod and planet wheel is counterbalanced by a cast-iron block bolted on the opposite end of the beam. The nozzles to the cylinder were fitted in 1833 to replace the original ones. The valves are operated by tappets on a rod which serves also to work the air pump. The steam admission for one end of the cylinder and the exhaust valve for the other are released and then acted on by a weight while the corresponding valves are held closed by a detent. An early example of Watt's slow-speed centrifugal governor is driven by a chain and regulates the supply of steam by a disc throttle valve. The steam is condensed partly by a jet adjustable by hand and partly by the water in the tank surrounding the condenser. The air pump is 13.5 in. diam. by 22 in. stroke, the condensing water pump is 6.5 in. diam. by 20 in. stroke, and the feed pump is 3.5 in. diam. by 11 in. stroke. The flywheel is 15.76 ft. pitch diam., 5.12 in. wide with 296 mortice teeth. It is of cast iron built up in segments. (N.B.—This flywheel has been completed in wood to replace the half not preserved.) The engine was nominally of 10 h.p. but indicated 13.75 h.p.",,,"[{'name': 'James Watt', 'role': 'constructor'}, {'name': 'James Watt', 'role': 'maker'}, {'name': 'Matthew Piers Watt Boulton', 'role': 'donor'}]","['Soho Manufactory, near Birmingham']",1788,timber; straps; bolts; cast-iron; wood,18.75 in. diam. by 4 ft. stroke; 3 ft. diam.; 13.5 in. diam. by 22 in. stroke; 6.5 in. diam. by 20 in. stroke; 3.5 in. diam. by 11 in. stroke; 15.76 ft. pitch diam.; 5.12 in. wide,This is a very early example of the double-acting rotative beam engine with separate condenser and air pump. It was known as the “Lap” engine because of its use for driving machinery for lapping or polishing steel ornaments. It continued at work till 1858. The nozzles to the cylinder were fitted in 1833 to replace the original ones. The steam admission for one end of the cylinder and the exhaust valve for the other are released and then acted on by a weight while the corresponding valves are held closed by a detent. An early example of Watt's slow-speed centrifugal governor is driven by a chain and regulates the supply of steam by a disc throttle valve. The steam is condensed partly by a jet adjustable by hand and partly by the water in the tank surrounding the condenser. The engine was nominally of 10 h.p. but indicated 13.75 h.p.,,1788,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
77,1876-1264,,Whole,N/A,Watt Collection,,MODEL OF DOUBLE CYLINDER ENGINE,"Two cylinders single acting have their piston rods connected by a chain over a wheel so that, working alternately, they are equivalent to one double-acting cylinder. Isaac Mainwaring, in 1792, patented a twin-cylinder engine in which the piston rods were racks gearing into a toothed wheel on the axis of the beam. This patent was taken over by Matthew Murray and Jabez Hornblower, who developed the invention into the form shown by the model, and actual engines were made in Manchester. The chain passes over and is fixed to a grooved pulley carrying a crank pin at the back which might drive a pump rod or a connecting rod. The upper ends of the cylinder are closed but in free communication, and a non-return valve in each piston will permit steam to pass upwards into this space. Below the foot of each cylinder is an air pump and condenser, the air pump rods being similarly connected by a chain (parts missing); at the foot of each cylinder is a steam valve and an exhaust valve, by which communication is opened in turn with the boiler and with the jet condenser, which is in the eduction pipe leading to the condenser.",,,"[{'name': 'Isaac Mainwaring', 'role': 'patented'}, {'name': 'Matthew Murray', 'role': 'patent taken over by'}, {'name': 'Jabez Hornblower', 'role': 'patent taken over by'}]",['Manchester'],1792,,,"Two cylinders single acting have their piston rods connected by a chain over a wheel so that, working alternately, they are equivalent to one double-acting cylinder. Isaac Mainwaring, in 1792, patented a twin-cylinder engine in which the piston rods were racks gearing into a toothed wheel on the axis of the beam. This patent was taken over by Matthew Murray and Jabez Hornblower, who developed the invention into the form shown by the model, and actual engines were made in Manchester. The chain passes over and is fixed to a grooved pulley carrying a crank pin at the back which might drive a pump rod or a connecting rod. The upper ends of the cylinder are closed but in free communication, and a non-return valve in each piston will permit steam to pass upwards into this space. Below the foot of each cylinder is an air pump and condenser, the air pump rods being similarly connected by a chain (parts missing); at the foot of each cylinder is a steam valve and an exhaust valve, by which communication is opened in turn with the boiler and with the jet condenser, which is in the eduction pipe leading to the condenser.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['eduction pipe']}"
78,73,"1885-121-31,151",Whole,N/A,SUN AND PLANET ENGINE,donated,SUN AND PLANET ENGINE,"This engine was constructed by Messrs. Boulton and Watt, and erected in 1797 for John Maud, chemist and druggist, at 66, Aldersgate Street, E.C., subsequently Atkinson's Chemical Works, where it continued working until 1885, when it was taken down and presented to the Museum. The engine was of 8 nominal h.p. and had a cylinder 16 in. diam. and 4 ft. stroke, but in 1806 it was altered by the makers to a 12 h.p. engine, the diameter of the cylinder being increased to 19.25 in. It is a low-pressure condensing engine, with sun and planet gear, similar in general construction to No. 73, but the valves are driven by a crank motion instead of by tappets, and there is a separate cut-off valve moved by a cam motion to give expansive working. The crank and cam are both on a counter-shaft driven by spur gearing, at one-half the speed of the flywheel shaft, which, on account of the sun and planet gear, makes two revolutions for each double stroke of the engine. The connecting rod from the valve can be disengaged, with a gab end, so that it can be disengaged, and the valves be worked by hand levers when required in starting the engine. The engine was probably made with a tappet motion in the first case, and the motion above described added at the later date.",,,"[{'name': 'G. Atkinson', 'role': 'presenter'}, {'name': 'Boulton and Watt', 'role': 'maker'}, {'name': 'John Maud', 'role': 'user'}]",,"['1797', '1806']",,"['cylinder 16 in. diam.', '4 ft. stroke', 'cylinder being increased to 19.25 in.']","This engine was constructed by Messrs. Boulton and Watt, and erected in 1797 for John Maud, chemist and druggist, at 66, Aldersgate Street, E.C., subsequently Atkinson's Chemical Works, where it continued working until 1885, when it was taken down and presented to the Museum. It is a low-pressure condensing engine, with sun and planet gear, similar in general construction to No. 73, but the valves are driven by a crank motion instead of by tappets, and there is a separate cut-off valve moved by a cam motion to give expansive working. The crank and cam are both on a counter-shaft driven by spur gearing, at one-half the speed of the flywheel shaft, which, on account of the sun and planet gear, makes two revolutions for each double stroke of the engine. The connecting rod from the valve can be disengaged, with a gab end, so that it can be disengaged, and the valves be worked by hand levers when required in starting the engine. The engine was probably made with a tappet motion in the first case, and the motion above described added at the later date.",,1885,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
