RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
62,,1894-242,Part,N/A,,,SECTIONAL MODEL OF REVERBERATORY FURNACE,"This is copied from the furnace formerly largely used in South Wales for calcining copper regulus. The regulus, received in a granulated condition, was first dried in the large cast-iron pan resting upon the roof of the furnace. It was then delivered through two apertures on to the flat bed, and there spread out by the aid of rabbles. When sufficiently calcined, the material was raked out through apertures, seen in the furnace bed just in front of the working doors. Each door was provided with an iron roller on which to rest the heavy iron rabbles, and also with a short chimney to carry any escaping fumes away from the workmen. There was a door just under the flue leading to the chimney stack by which an inspection of the interior could be made without admitting air to the charge.",,escaping fumes,[],['South Wales'],,"['cast-iron', 'iron']",Scale 1 : 20.,"This sectional model represents a reverberatory furnace formerly largely used in South Wales for calcining copper regulus. The process involved drying granulated regulus in a cast-iron pan, spreading it on a flat bed with rabbles, and raking it out after calcination. Doors with iron rollers for rabbles and short chimneys for fumes were incorporated. An inspection door allowed for internal checks without admitting air.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
63,58,1894-202,Whole,N/A,,,MODEL OF REVERBERATORY FURNACE.,"This model shows the common type of smelting furnace still generally used for the smelting of copper ores. Its general construction is somewhat similar to No. 58, but, as the temperature required is much higher, several differences in detail are necessary. The ore is delivered from a hopper, mounted upon a pair of rails, immediately above the roof, but this mode of charging has ceased to be generally adopted. The firegrate is much larger than that of the previous example, and is provided with an arched roof, the bed of the furnace is made of refractory sand, is slightly hollow, and is formed upon the top of arches that open into the ash-pit, so that air can circulate beneath the bed and cool the foundation. A tap-hole is provided to the bed so as to permit of the withdrawal of melted regulus through the side of the furnace on the opposite side to the charging door. The roof of the furnace is formed of a flat arch continuous with that over the firegrate, and is provided at the end furthest from the fire with a flue leading to the stack. Immediately under this flue a second working door will be seen through which the slag can be drawn from the surface of the bath of molten material. Moulds are provided at this door to catch the slag, whilst other moulds beneath the tap-hole receive the melted regulus.",,,[],[],,['refractory sand'],['Scale 1 : 16.'],['This model shows the common type of smelting furnace still generally used for the smelting of copper ores.'],,,"{'count': 0, 'terms': []}","{'count': 3, 'terms': ['smelting', 'regulus', 'ash-pit']}"
64,No. 1,"1894-241, 21429",Whole,N/A,MODEL OF WATER-JACKETED BLAST FURNACE,,MODEL OF WATER-JACKETED BLAST FURNACE,"This represents a type of furnace introduced at Freiberg in 1865 by Bergrat Pilz, and since extensively used in Europe and America for smelting copper and lead ores. Its leading feature is the presence of a water-cooled belt round the hottest zone, which cools the walls of the furnace, and thus diminishes the wear where it would otherwise be most rapid. The heat carried away by the water is a direct loss, but is, however, much more than compensated for by the longer life and reduced cost of maintenance of the furnace thereby attained; by some it is considered, moreover, that the lowered temperature of the hearth prevents the reduction of iron in certain ores in which it occurs as an impurity. The shaft of the furnace is of brick in an iron shell, and is carried on metal columns, so that it is not disturbed when repairs are being effected in the hearth. The hearth is of brick, and upon it rests the water belt, which is built up of eight segmental boxes, each pierced by a tuyère and supplied with circulating water. In the early Pilz furnaces the tuyères were arranged between the segments of the belt. Blast is supplied at a pressure of about 0.7 lb. per sq. in. from an octagonal main; the charge is fed through a closed cylindrical trunk at the top, and the waste gases escape through a side flue. The molten metal, regulus, and slag collect in the hearth, and at intervals the regulus and slag are tapped into slag pots, while at longer intervals the molten metal is run out through two tap-holes at the bottom of the hearth.",,,"[{'name': 'Pilz', 'role': 'introducer'}]",['Freiberg'],1865,"['brick', 'iron']","['Scale 1 : 10.', '0.7 lb. per sq. in.']","['This represents a type of furnace introduced at Freiberg in 1865 by Bergrat Pilz, and since extensively used in Europe and America for smelting copper and lead ores. Its leading feature is the presence of a water-cooled belt round the hottest zone, which cools the walls of the furnace, and thus diminishes the wear where it would otherwise be most rapid. The heat carried away by the water is a direct loss, but is, however, much more than compensated for by the longer life and reduced cost of maintenance of the furnace thereby attained; by some it is considered, moreover, that the lowered temperature of the hearth prevents the reduction of iron in certain ores in which it occurs as an impurity.']",['Plate IX'],,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Bergrat']}"
65,,"1919-497, S.M. 1217-8",Whole,N/A,MODEL,,MODEL OF WATER-JACKETED BLAST FURNACE,"This sectional model represents a modern blast furnace, known as the “Cananea” or “Shelby” pattern, for the pyritic smelting of copper ores. Theoretically, pyritic smelting is the process of reducing sulphide ores without the aid of carbonaceous fuel, heat being furnished by the combustion of the sulphur in the ore. In practice, however, in the case of low-grade ores, recourse must be had to coke fuel sometimes in conjunction with a moderately hot blast. This is known as “compromise pyritic smelting.” The product is a matte or regulus. The furnace is rectangular, with water-jacketed boshes extending from the bottom plates to the charging floor level. These bottom plates are of cast iron, heavily ribbed and supported from the floor by jack screws, which permit of their being lowered when necessary independently of the rest of the furnace. All brickwork is dispensed with below the charging-floor level, except that in the crucible bottom. This is a lining of firebricks, covered with a layer, 3 in. to 4 in. thick of “brasque,” a mixture of ground fireclay and coke tamped into a crucible form. The water-jackets are in six sections, 35 in. wide, and the end ones 2 ft. wide, each with its independent water circulation; they are made of m.s. plates, flanged outwards so that no seam is exposed to the fire. The side jacket inner plates are 0.375 in. thick and the outer plates 0.3125 in. thick. The side jackets are eleven air doors, one for each jacket inner plates, and four at each end in the outer plates. Above this, again, is the lattice girder superstructure carrying the hood, 0.3125 in. thick, and other shaft extensions. The matte is discharged continuously through the water-cooled cast-iron or copper tymp or spout into an oval-shaped settler or forehearth, 23.5 ft. by 15 ft. lined with fire and chrome-brick. The outer shell is made of m.s. plates, 0.3125 in. thick, and is water-cooled by being sprayed from a perforated pipe suspended round the top. The water is run off by a gutter at the base of the hearth. The matte is tapped out of this into a ladle for transporting it to the Bessemer converter. The slag spout is seen on the right of the furnace. Inv. 1919-497, S.M. 1217-8.",,,"[{'name': 'Fraser & Chalmers Engineering Works', 'role': 'information supplier'}]",,,cast iron;firebricks;fireclay;coke;m.s. plates;copper;chrome-brick,Scale 1 : 12;3 in. to 4 in.;35 in.;2 ft.;0.375 in.;0.3125 in.;17.5 ft. by 7 ft.;17.5 ft. by 4 ft.;10.2 ft.;2.2 ft.;12.56 ft.;9.6 ft.;16.5 ft.;23.5 ft. by 15 ft.;0.3125 in.,"This sectional model represents a modern blast furnace, known as the “Cananea” or “Shelby” pattern, for the pyritic smelting of copper ores. Theoretically, pyritic smelting is the process of reducing sulphide ores without the aid of carbonaceous fuel, heat being furnished by the combustion of the sulphur in the ore. In practice, however, in the case of low-grade ores, recourse must be had to coke fuel sometimes in conjunction with a moderately hot blast. This is known as “compromise pyritic smelting.” The product is a matte or regulus.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
66,,"1919-497, S.M. 1217-8",Whole,N/A,,,MODEL OF WATER-JACKETED BLAST FURNACE,"This sectional model represents a modern blast furnace, known as the “Cananea” or “Shelby” pattern, for the pyritic smelting of copper ores. Theoretically, pyritic smelting is the process of reducing sulphide ores without the aid of carbonaceous fuel, heat being furnished by the combustion of the sulphur in the ore. In practice, however, in the case of low-grade ores, recourse must be had to coke fuel sometimes in conjunction with a moderately hot blast. This is known as “compromise pyritic smelting.” The product is a matte or regulus. The furnace is rectangular, with water-jacketed boshes extending from the bottom plates to the charging floor level. These bottom plates are of cast iron, heavily ribbed and supported from the floor by jack screws, which permit of their being lowered when necessary independently of the rest of the furnace. All brickwork is dispensed with below the charging-floor level, except that in the crucible bottom. This is a lining of firebricks, covered with a layer, 3 in. to 4 in. thick of “brasque,” a mixture of ground fireclay and coke tamped into a crucible form. The water-jackets are in six sections, 35 in. wide, and the end ones 2 ft. wide, each with its independent water circulation; they are made of m.s. plates, flanged outwards so that no seam is exposed to the fire. The side jacket inner plates are 0.375 in. thick and the outer plates 0.3125 in. thick. The side jackets are eleven air doors, one for each jacket inner plates, and four at each end in the outer plates. Above this, again, is the lattice girder superstructure carrying the hood, 0.3125 in. thick, and other shaft extensions. The matte is discharged continuously through the water-cooled cast-iron or copper tymp or spout into an oval-shaped settler or forehearth, 23.5 ft. by 15 ft. lined with fire and chrome-brick. The outer shell is made of m.s. plates, 0.3125 in. thick, and is water-cooled by being sprayed from a perforated pipe suspended round the top. The water is run off by a gutter at the base of the hearth. The matte is tapped out of this into a ladle for transporting it to the Bessemer converter. The slag spout is seen on the right of the furnace.",,,"[{'name': 'Fraser & Chalmers Engineering Works', 'role': 'information supplier'}]",[],,cast iron; firebricks; fireclay; coke; m.s. plates; copper; chrome-brick,Scale 1 : 12; 3 in. to 4 in.; 35 in. wide; 2 ft. wide; 0.375 in. thick; 0.3125 in. thick; 17.5 ft. by 7 ft.; 17.5 ft. by 4 ft.; 1.75 : 1; 10.2 ft.; 2.2 ft.; 12.56 ft.; 9.6 ft.; 16.5 ft.; 23.5 ft. by 15 ft.; 0.3125 in. thick,"This sectional model represents a modern blast furnace, known as the “Cananea” or “Shelby” pattern, for the pyritic smelting of copper ores. Theoretically, pyritic smelting is the process of reducing sulphide ores without the aid of carbonaceous fuel, heat being furnished by the combustion of the sulphur in the ore. In practice, however, in the case of low-grade ores, recourse must be had to coke fuel sometimes in conjunction with a moderately hot blast. This is known as “compromise pyritic smelting.” The product is a matte or regulus.",Messrs. Fraser & Chalmers Engineering Works,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['pyritic smelting']}"
67,,1913-72,Whole,N/A,COPPER DEPOSITING PROCESS,loaned,COPPER DEPOSITING PROCESS,"The specimens shown illustrate the method by which Cowper-Coles deposited copper electrolytically in the form of tubes, sheet, or wire on a revolving cathode. To determine the critical speed at which good deposition will take place, a cone, having the form of a cone, is rotated in the electrolyte; the part of the cone on which smooth deposition takes place shows the critical circumferential speed which it is necessary to maintain on the mandrel which is to act as the cathode. Smooth and thick deposits of copper, which are free from lamination and have good tensile strength, can be obtained by this method of deposition. For the production of wire, a mandrel, on which a spiral groove has been cut, is used. This groove, which is not deeply cut, but must have an angular section, gives to the deposited copper a line of cleavage, and enables the deposit to be unwound at an angle from the mandrel in the form of wire.",,,"[{'name': 'Sherard Cowper-Coles', 'role': 'donor'}]",,,['copper'],,"The specimens shown illustrate the method by which Cowper-Coles deposited copper electrolytically in the form of tubes, sheet, or wire on a revolving cathode. To determine the critical speed at which good deposition will take place, a cone, having the form of a cone, is rotated in the electrolyte; the part of the cone on which smooth deposition takes place shows the critical circumferential speed which it is necessary to maintain on the mandrel which is to act as the cathode. Smooth and thick deposits of copper, which are free from lamination and have good tensile strength, can be obtained by this method of deposition. For the production of wire, a mandrel, on which a spiral groove has been cut, is used. This groove, which is not deeply cut, but must have an angular section, gives to the deposited copper a line of cleavage, and enables the deposit to be unwound at an angle from the mandrel in the form of wire.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
68,,1914-73,Whole,N/A,SPECIMENS ILLUSTRATING THE ELECTROLYTIC PROCESS FOR THE MANUFACTURE OF PARABOLIC REFLECTORS,loaned,Parabolic Reflectors,"Parabolic reflectors are used for searchlights and similar purposes, and the properties which are chiefly sought in them are true reflection and resistance to tarnishing by heat, damp, and sea water. By the deposition process represented, a parabolic mirror is formed by depositing copper electrolytically upon the silvered surface of a convex glass mould; the mould being slowly rotated in the copper sulphate electrolyte. The convex side of the glass mould is accurately ground and very highly polished, and the surface of the copper reflector, when detached from the mould, is bright and a perfect replica of it. The deposited reflector is easily detached from the glass mould by placing in lukewarm water and raising the temperature to 120° F. The uneven expansion of the glass and copper detaches the reflector from the mould. The reflector is given a protective coating of some metal, such as palladium. A bright coating of this metal is easily and rapidly deposited on the reflector by placing it in a bath containing a palladium salt as an electrolyte.",,,"[{'name': 'Sherard Cowper-Coles', 'role': 'Lent by'}]",,,copper;silver;glass;palladium,120° F,"Parabolic reflectors are used for searchlights and similar purposes, and the properties which are chiefly sought in them are true reflection and resistance to tarnishing by heat, damp, and sea water. By the deposition process represented, a parabolic mirror is formed by depositing copper electrolytically upon the silvered surface of a convex glass mould; the mould being slowly rotated in the copper sulphate electrolyte. The convex side of the glass mould is accurately ground and very highly polished, and the surface of the copper reflector, when detached from the mould, is bright and a perfect replica of it. The deposited reflector is easily detached from the glass mould by placing in lukewarm water and raising the temperature to 120° F. The uneven expansion of the glass and copper detaches the reflector from the mould. The reflector is given a protective coating of some metal, such as palladium. A bright coating of this metal is easily and rapidly deposited on the reflector by placing it in a bath containing a palladium salt as an electrolyte.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
69,,1857-268,Whole,N/A,MODEL,,MODEL OF SCOTCH ORE HEARTH.,"The ore hearth is a furnace made of cast-iron blocks, set in brickwork, and used for the reduction of very pure lead ores.
The ore is charged into the hearth with coal or charcoal, and exposed to the action of a blast of warm air supplied from the back of the hearth. A large proportion of the lead is at once reduced at a low temperature and runs off by a narrow channel into a receptacle; the remainder of the charge is raked out and exposed to the air on the “work-stone” in front of the hearth. When the pasty portions, stiffened by the addition of a little lime, if necessary, are returned to the hearth, while the “grey slag” is put aside for treatment in the “slag hearth.”",,,[],[],,cast-iron; brickwork; lead; coal; charcoal; lime,Scale 1 : 12.,"The ore hearth is a furnace made of cast-iron blocks, set in brickwork, and used for the reduction of very pure lead ores.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
70,,1894-243,Whole,N/A,,,MODEL OF SLAG HEARTH,"This is a model of the type of furnace formerly used in the North of England for the recovery of lead from “grey slag” produced in the ore hearth. The slag hearth is a small rectangular blast furnace with one tuyère, and closely resembles the ore hearth in general construction. The lead resulting from the reduction of grey slag with coke and peat percolates through a layer of ashes on the bottom of the furnace, and passes over a bed-plate into the larger division of an iron pan placed in front of the furnace, and containing a filter of spongy cinders. The lead passes through into the smaller division of the pan by an opening at the bottom of the partition. The slag produced passes over the top of the larger division into the slag pit.",,,[],['North of England'],,"['slag', 'lead', 'iron', 'coke', 'peat', 'ashes', 'cinders']",['Scale 1 : 8'],"This is a model of the type of furnace formerly used in the North of England for the recovery of lead from “grey slag” produced in the ore hearth. The slag hearth is a small rectangular blast furnace with one tuyère, and closely resembles the ore hearth in general construction. The lead resulting from the reduction of grey slag with coke and peat percolates through a layer of ashes on the bottom of the furnace, and passes over a bed-plate into the larger division of an iron pan placed in front of the furnace, and containing a filter of spongy cinders. The lead passes through into the smaller division of the pan by an opening at the bottom of the partition. The slag produced passes over the top of the larger division into the slag pit.",,,"{'count': 0, 'terms': []}","{'count': 2, 'terms': ['grey slag', 'slag pit']}"
71,1909-458,,Whole,N/A,,,MODEL OF CALCINING FURNACE.,"This continuous revolving furnace, for roasting ores in order to remove arsenic and sulphur, was patented in 1868 by Robert Oxland and John Hocking.
It consists of an iron cylinder, 30 ft. long by 4 ft. diam., lined with firebricks, so arranged that every third or fourth brick in a ring projects 1 in. or more beyond the face of the rest so as to form shelves for the ore. Three or more baffle plates may also be inserted at intervals in the interior. It is supported at an inclination of about 1 in 24 by cast-iron rings on anti-friction rollers, and is rotated by bevel gear. A furnace is placed at the lower end, and the upper end is placed in connection with condensing chambers (not shown). The dressed ore previously dried over the chamber is fed through a hopper into the upper end of the cylinder, which is rotated at a speed of about 1 rev. in 4 mins. The ore slowly travels down, dropping off the shelves through the flames, and experiencing as it does so a gradually increasing temperature; the fumes given off are drawn upwards with the products of combustion by chimney draught through flues and falls into one of two closed chambers next the fire.
The furnace, with slight modifications, has met with a wide application; mechanical stirring of the charge on fixed beds is a later method of obtaining a similar result. Inv.",,arsenic; sulphur,"[{'name': 'Robert Oxland', 'role': 'patentee'}, {'name': 'John Hocking', 'role': 'patentee'}]",,1868,iron; firebricks,30 ft. long by 4 ft. diam.,"This continuous revolving furnace, for roasting ores in order to remove arsenic and sulphur, was patented in 1868 by Robert Oxland and John Hocking.
The furnace, with slight modifications, has met with a wide application; mechanical stirring of the charge on fixed beds is a later method of obtaining a similar result.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
72,1868-145,,Whole,N/A,,,MODEL OF REVERBERATORY FURNACE FOR LEAD SMELTING,"The model, after Karsten, has two flat beds superimposed, the lower one only being provided with a firegrate. The lead ores were first heated and partially roasted on the upper bed, where they were dried and partially roasted. They were then raked on to the lower bed, where the roasting was completed. The fume was led into a brick chamber containing partitions, and was then allowed to escape at the roof.",,,"[{'name': 'Karsten', 'role': 'model after'}]",[],,['lead'],['Scale 1 : 8'],"This furnace, although obsolete, is of interest as a forerunner of the modern types of “multiple hearth” furnaces, largely used in present-day roasting operations.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['obsolete']}"
73,1885-132,,Whole,N/A,MODEL OF LEAD FUME CONDENSER,loaned,MODEL OF LEAD FUME CONDENSER,"This plant was in use at the Wanlockhead lead mines of the Duke of Buccleuch for arresting the solid particles contained in the fume or smoke from the “hearths.” It consists of a rectangular building of masonry, about 30 ft. high, divided by a partition into two chambers, in one of which are eight baffle plates, past which the fume from eight furnaces travels four times while meeting a shower of water from a reservoir at the top of the building. The fume then passes through a grating, 2 ft. wide, filled with coke washed by water, and, finally, down the other charged intermittently by a gridiron slide valve reciprocated by a water-wheel, which also pumps the water back to the tank on top. The fume so arrested is collected in slime pits, and contains about 33 per cent. of lead with 4·5 oz. of silver to the ton.",,,"[{'name': 'Duke of Buccleuch', 'role': 'owner'}]",['Wanlockhead lead mines'],,"['lead', 'masonry', 'coke']","['Scale 1:12', 'about 30 ft. high', '2 ft. wide']",This plant was used for arresting the solid particles contained in the fume or smoke from the hearths. The fume arrested contains lead and silver.,Commissioners for the Exhibition of 1851,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
74,,1894-197-198,Part,N/A,SECTIONAL MODELS OF SMALL SAXONY BLAST FURNACES,,SECTIONAL MODELS OF SMALL SAXONY BLAST FURNACES,"Scale 1:16. One of these is a single furnace and the other a double one; such furnaces were formerly employed at Freiberg for the reduction of impure argentiferous lead ores. The shafts are rectangular, and the hearths are moulded from a mixture of coke-dust and clay in the form of a basin, in which the reduced metal collects, and is tapped off at intervals of 6 hrs. into a depression at a lower level; a dam is provided over which the slag flows continuously. The blast was cold and supplied at a very slight pressure.",,,[],['Freiberg'],,"['coke-dust', 'clay']",['Scale 1:16'],"Sectional models of small Saxony blast furnaces, formerly employed at Freiberg for the reduction of impure argentiferous lead ores. The description details the construction and operational aspects of these furnaces, including the rectangular shafts, moulded hearths, slag flow, and cold blast system.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['argentiferous']}"
75,"Plate IX, No. 2","Inv. 1885-171, 21538",Whole,3,MODELS OF POTS FOR PATTINSON’S PROCESS,loaned,MODELS OF POTS FOR PATTINSON’S PROCESS,"MODELS OF POTS FOR PATTINSON’S PROCESS. (Scale 1:12.) Lent by the Commissioners for the Exhibition of 1851. Plate IX, No. 2, p. 34. Lent by the Commissioners for the Exhibition of 1851. In this process, patented in 1833 by Mr. H. L. Pattinson, advantage is taken of the liquation that occurs when argentiferous lead cools. The alloy that first solidifies contains less silver than that remaining liquid. To illustrate the process, three pots out of a series of ten used at Wanlockhead mines are shown. These are of metal, of cast iron, each set over a fireplace. The lead smelted in the hearths is placed in the centre pot, and melted by a fire beneath the working platform. It is then allowed to cool somewhat, when the “crystals” of lead that are first formed are fished out by means of a perforated ladle and transferred to the empty pot on the right hand, while the enriched residue is then transferred to the left-hand pot. A fresh portion is then treated and the operation repeated at each pot, a small quantity of very rich silver-lead being obtained from the pot at the extreme left hand of the series, while the bulk of the lead, which passes to the extreme right-hand pot of the series, contains no appreciable quantity of silver. The smaller pots, each with its own firegrate, seem immediately in front of the model, are to receive the ladles and to keep them at the same temperature as the pots. Inv. 1885-171, 21538.",,,"[{'name': 'H. L. Pattinson', 'role': 'inventor'}]",['Wanlockhead mines'],1833,"['metal', 'cast iron', 'lead', 'silver-lead']",['Scale 1:12'],"In this process, patented in 1833 by Mr. H. L. Pattinson, advantage is taken of the liquation that occurs when argentiferous lead cools. The alloy that first solidifies contains less silver than that remaining liquid. To illustrate the process, three pots out of a series of ten used at Wanlockhead mines are shown. The lead smelted in the hearths is placed in the centre pot, and melted by a fire beneath the working platform. It is then allowed to cool somewhat, when the “crystals” of lead that are first formed are fished out by means of a perforated ladle and transferred to the empty pot on the right hand, while the enriched residue is then transferred to the left-hand pot. A fresh portion is then treated and the operation repeated at each pot, a small quantity of very rich silver-lead being obtained from the pot at the extreme left hand of the series, while the bulk of the lead, which passes to the extreme right-hand pot of the series, contains no appreciable quantity of silver. The smaller pots, each with its own firegrate, seem immediately in front of the model, are to receive the ladles and to keep them at the same temperature as the pots.",['Commissioners for the Exhibition of 1851'],,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
76,1857-192,21538,Whole,N/A,,donated,"DIAGRAM OF PATTINSON’S PROCESS (Scale about 1:6), AND LADLE","The diagram shows a row of eight pots, in No. 4 of which the original lead of 10 oz. to the ton is melted. The crystals are ladled continuously to the left, and the enriched lead passed to the right, resulting in market lead containing about 0·5 oz. to the ton at one end and rich lead containing about 75 oz. to the ton at the other end. The method of procedure admits of much variation. The ladle used is shown; it is of wrought iron, 16 in. diam., perforated with holes, 0·6 in. diam.",,,"[{'name': 'H. L. Pattinson', 'role': 'presenter'}]",,,wrought iron,16 in. diam.; 0·6 in. diam.,"The diagram shows a row of eight pots, in No. 4 of which the original lead of 10 oz. to the ton is melted. The crystals are ladled continuously to the left, and the enriched lead passed to the right, resulting in market lead containing about 0·5 oz. to the ton at one end and rich lead containing about 75 oz. to the ton at the other end. The method of procedure admits of much variation.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
77,21538,1857-192,Whole,N/A,,donated,"DIAGRAM OF PATTINSON’S PROCESS (Scale about 1:6), AND LADLE.","The diagram shows a row of eight pots, in No. 4 of which the original lead of 10 oz. to the ton is melted. The crystals are ladled continuously to the left, and the enriched lead passed to the right, resulting in market lead containing about 0·5 oz. to the ton at one end and rich lead containing about 75 oz. to the ton at the other end. The method of procedure admits of much variation. The ladle used is shown; it is of wrought iron, 16 in. diam., perforated with holes, 0·6 in. diam.",,,"[{'name': 'H. L. Pattinson', 'role': 'presenter'}]",,,lead;wrought iron,1:6;16 in. diam.;0·6 in. diam.,"The diagram shows a row of eight pots, in No. 4 of which the original lead of 10 oz. to the ton is melted. The crystals are ladled continuously to the left, and the enriched lead passed to the right, resulting in market lead containing about 0·5 oz. to the ton at one end and rich lead containing about 75 oz. to the ton at the other end. The method of procedure admits of much variation.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
78,,1885-172,Whole,N/A,MODELS OF INGOT MOULDS,loaned,MODELS OF INGOT MOULDS,"These are for casting lead into ingots for the market. The moulds are on wheels, and for filling are placed in a circle around a pivoted spout, along which the lead is conducted. As each mould is filled the stream of metal is directed to the next, and as the lead in each becomes solid the mould is wheeled to the stack of ingots and its contents (an ingot) tipped out. The merchant brand is given to the ingots by means of raised letters cast on the case of the mould.",,,"[{'name': 'Commissioners for the Exhibition of 1851', 'role': 'lender'}]",,,['lead'],['Scale 1:6'],"These are for casting lead into ingots for the market. The moulds are on wheels, and for filling are placed in a circle around a pivoted spout, along which the lead is conducted. As each mould is filled the stream of metal is directed to the next, and as the lead in each becomes solid the mould is wheeled to the stack of ingots and its contents (an ingot) tipped out. The merchant brand is given to the ingots by means of raised letters cast on the case of the mould.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
79,1894-203,21537,Whole,N/A,,,MODEL OF GERMAN CUPELLATION HEARTH,"(Scale 1 : 16.) This model shows a furnace arranged for the oxidation of argentiferous lead at a low temperature, the resulting litharge flowing away in the molten state, whilst the residual silver is allowed to solidify on the bed, and is removed after the lifting off of the roof of the furnace. The foundation is of masonry, provided with air channels to keep it cool, and bound together by iron ties. It supports a shallow bed of brickwork of a distorted oval shape, and is subsequently covered with a layer of marl to enable it to withstand the solvent action of litharge. Over the test is an iron ""hat,"" hung from the end of a lever crane, so that it can be readily raised or lowered when required. Its under surface is lined with a mixture of clay and straw, held in place by jagged pieces of iron attached to the framing of the hat. There is an opening at the left-hand side of the furnace through which the pigs of lead are inserted, and a larger opening immediately in front through which the lead oxide or litharge flows, and which also serves as an outlet for the gases. The furnace is heated to the low temperature required by means of a grate on the right-hand side, burning pine wood, whilst blasts of air coming alternately from two nozzles that project through the wall assist the otherwise very feeble draught of the fire. The silver cake produced contains lead and is far from pure; it is allowed to solidify before the hat is lifted for its removal.",,,[],['German'],,"['masonry', 'iron', 'brickwork', 'marl', 'clay', 'straw', 'pine wood', 'lead', 'silver']",['Scale 1 : 16.'],"['This model shows a furnace arranged for the oxidation of argentiferous lead at a low temperature, the resulting litharge flowing away in the molten state, whilst the residual silver is allowed to solidify on the bed, and is removed after the lifting off of the roof of the furnace.', 'The foundation is of masonry, provided with air channels to keep it cool, and bound together by iron ties.', 'It supports a shallow bed of brickwork of a distorted oval shape, and is subsequently covered with a layer of marl to enable it to withstand the solvent action of litharge.', 'Over the test is an iron ""hat,"" hung from the end of a lever crane, so that it can be readily raised or lowered when required.', 'Its under surface is lined with a mixture of clay and straw, held in place by jagged pieces of iron attached to the framing of the hat.', 'There is an opening at the left-hand side of the furnace through which the pigs of lead are inserted, and a larger opening immediately in front through which the lead oxide or litharge flows, and which also serves as an outlet for the gases.', 'The furnace is heated to the low temperature required by means of a grate on the right-hand side, burning pine wood, whilst blasts of air coming alternately from two nozzles that project through the wall assist the otherwise very feeble draught of the fire.', 'The silver cake produced contains lead and is far from pure; it is allowed to solidify before the hat is lifted for its removal.']",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
80,73,1894-206,Whole,N/A,MODEL OF GERMAN REFINING FURNACE FOR SILVER,,MODEL OF GERMAN REFINING FURNACE FOR SILVER,"(Scale 1 : 16.) This differs in several important respects from No. 73; the firegrate is larger, the laboratory part or bed is smaller, and the furnace is connected to a chimney, so that the temperature obtained is much higher. There is only one blast pipe for supplying air to the surface of the bath of metal, and the opening for it is close to the chimney. An inclined rectangular shoot, adjacent to the nozzle, is the means by which the small square ingots of rich silver lead or of impure silver are introduced to the bed, which is of marl. There are two working doors, and one of these, seen near the chimney, is provided with a heavy iron plate beneath it. The furnace is similar in other respects to No. 73, but, on account of the higher temperature obtained and the more porous nature of the bed, the silver refined by it is purer. The bed is capable of holding half a ton of refined metal. Inv. 1894-206.",,,[],['German'],,"['iron', 'marl', 'silver']","['Scale 1 : 16.', 'half a ton']","This model differs in several important respects from No. 73; the firegrate is larger, the laboratory part or bed is smaller, and the furnace is connected to a chimney, so that the temperature obtained is much higher. There is only one blast pipe for supplying air to the surface of the bath of metal, and the opening for it is close to the chimney. An inclined rectangular shoot, adjacent to the nozzle, is the means by which the small square ingots of rich silver lead or of impure silver are introduced to the bed. The furnace is similar in other respects to No. 73, but, on account of the higher temperature obtained and the more porous nature of the bed, the silver refined by it is purer. The bed is capable of holding half a ton of refined metal.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
