RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
64,,1913-500,Whole,N/A,,donated,JÄDERIN BASE MEASURING APPARATUS,"This apparatus for measuring geodetic bases is of the type first employed by Jäderin in Sweden in 1885, and was used in Egypt for determining second order bases from 1901 to 1907. In Jäderin’s system, the massive rigid base-bars hitherto employed were replaced by light metallic wires or tapes freely suspended under a constant tension. The saving in labour and time thus effected easily outweighs the slight loss in accuracy sustained. Independent measurements of each section of the base are made with two wires of different metallic structure, and the effect of temperature variations is thus calculated. The apparatus exhibited comprises two tripods and two pairs of wires, 25 and 50 metres long respectively, each pair consisting of one brass and one steel wire. The tripods are provided with steel observing pins mounted upon double ball and socket joints, which permit slight displacements of the pins when the tripods are fixed. The wires are nickel-plated, and are provided at each end with decimetre scales, graduated in millimetres. The centimetre divisions of these scales are numbered from 5 to 15, and the length of the wire between the “10” division at each end is the characteristic length. The wires terminate beyond the scales in loops, to which are attached the flexible cords carrying the straining weights. The tension may be applied by hand, and measured by a spring balance, or by attaching weights to the cords. The cord at each end passes over a pulley or trestle, which serves to take the end strain and to adjust the scale of the wire during the actual measurement into close proximity to the side of the observing pin. Observations of the positions of each pin with respect to the corresponding scale are simultaneously recorded. Several dual observations are made with each wire of a pair, the wire being slightly displaced before each observation. Previous to the actual measurement of any bay, the pins of the tripods marking the ends of that bay are carefully aligned and their heights determined by a transit theodolite and level. With this apparatus, various bases in Egypt were measured with probable errors between 1 in 200,000 and 1 in 1,000,000 at a speed of about 1,000 metres per day. The higher degree of accuracy was consistently attained when the 'constants' of the wires were known properly, and the observing parties had gained experience in correctly applying the tension to the wires. Recently the invention of 'invar' has obviated the employment of two wires in the Jäderin system, and with improved straining mechanism, it is now possible to measure bases with Jäderin 'invar' wires or tapes with an accuracy high enough for first order triangulation purposes.",,,"[{'name': 'Jäderin', 'role': 'inventor'}, {'name': 'Survey of Egypt', 'role': 'presenter'}]","[{'name': 'Sweden', 'role': 'made'}, {'name': 'Egypt', 'role': 'used'}]","['1885', '1901-1907']","['metallic wires', 'tapes', 'brass', 'steel', 'nickel-plated', 'invar']","['25 metres long', '50 metres long', '1 in 200,000', '1 in 1,000,000', '1,000 metres per day']","['apparatus for measuring geodetic bases', 'type first employed by Jäderin in Sweden in 1885', 'used in Egypt for determining second order bases from 1901 to 1907', 'In Jäderin’s system, the massive rigid base-bars hitherto employed were replaced by light metallic wires or tapes freely suspended under a constant tension.', 'The saving in labour and time thus effected easily outweighs the slight loss in accuracy sustained.', 'Independent measurements of each section of the base are made with two wires of different metallic structure, and the effect of temperature variations is thus calculated.', 'The apparatus exhibited comprises two tripods and two pairs of wires, 25 and 50 metres long respectively, each pair consisting of one brass and one steel wire.', 'The tripods are provided with steel observing pins mounted upon double ball and socket joints, which permit slight displacements of the pins when the tripods are fixed.', 'The wires are nickel-plated, and are provided at each end with decimetre scales, graduated in millimetres.', 'The centimetre divisions of these scales are numbered from 5 to 15, and the length of the wire between the “10” division at each end is the characteristic length.', 'The wires terminate beyond the scales in loops, to which are attached the flexible cords carrying the straining weights.', 'The tension may be applied by hand, and measured by a spring balance, or by attaching weights to the cords.', 'The cord at each end passes over a pulley or trestle, which serves to take the end strain and to adjust the scale of the wire during the actual measurement into close proximity to the side of the observing pin.', 'Observations of the positions of each pin with respect to the corresponding scale are simultaneously recorded.', 'Several dual observations are made with each wire of a pair, the wire being slightly displaced before each observation.', 'Previous to the actual measurement of any bay, the pins of the tripods marking the ends of that bay are carefully aligned and their heights determined by a transit theodolite and level.', 'With this apparatus, various bases in Egypt were measured with probable errors between 1 in 200,000 and 1 in 1,000,000 at a speed of about 1,000 metres per day.', ""The higher degree of accuracy was consistently attained when the 'constants' of the wires were known properly, and the observing parties had gained experience in correctly applying the tension to the wires."", ""Recently the invention of 'invar' has obviated the employment of two wires in the Jäderin system, and with improved straining mechanism, it is now possible to measure bases with Jäderin 'invar' wires or tapes with an accuracy high enough for first order triangulation purposes.""]","['Geodätische Längenmessung mit Stahlbänden und Metaldiäptern,"" E. Jäderin, Stockholm, 1885', 'U.S. C. & G. S. Report, 1893, Part II, Appendix 5']",1913,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
65,,1914-388,Whole,N/A,PHOTOGRAPHS OF SECONDARY (STEEL) BASE-APPARATUS.,donated,PHOTOGRAPHS OF SECONDARY (STEEL) BASE-APPARATUS,"These three photographs illustrate a base-measuring apparatus constructed in July, 1891, and employed by the U.S. Coast and Geodetic Survey Department in measuring the Holton (Indiana) Base in 1891, the Salina (Kansas) Base in 1896, and the Versailles (Missouri) Base in 1897 in connection with the Transcontiaental (Primary) Triangulation of the 39th Parallel of Latitude. The apparatus consists of two precisely similar base-bars, known as the U.S. C. & G. S. Nos. 13 and 14 measuring bars. Each bar is of the contact-slide metallic-thermometer type, and is 5 m. long at a certain temperature. The actual measuring unit is a steel rod 8 mm. in diam., terminating at one end in an agate plane, and at the other in a contact-slide which itself ends in an agate knife-edge. The slide is connected to the rod by a spring, and has a mark engraved upon it corresponding to a mark engraved upon the rod, so that when these two knife-edge and plane terminal points are the correct distance apart. Two zinc tubes, 9.5 mm. in diam., are soldered one to each end of the steel rod, their other ends being free to expand or contract relatively to this rod. The relative expansion is measured by means of a vernier on each zinc tube moving over a scale fixed to the steel rod, and the compound rod thus formed enables the mean temperature to be determined. The compound measuring rod rests upon rollers in a rectangular wooden case, which itself rests upon tripods during the measurement and is provided at its rear end with a telescope for aligning the bar. When the forward bar has been aligned and adjusted as a whole on its trestles to within a small distance of the preceding bar, its measuring rod is slowly drawn backwards upon the rollers by a milled screw at its rear end, until the contact-slide touches the agate plane of the preceding bar and is forced gently over the steel rod until the two engraved lines coincide. During this motion, the wooden case remains stationary upon its trestles, and the only pressure upon the rear bar is that due to the spring of the contact-slide, which is quite powerless to disturb the bar. Each bar is provided with a mercurial thermometer for use when comparing it with the standard bar. The average rate of measurement with this apparatus on the Holton Base was 155 m. per hr., with a probable error of about 1 in 1,500,000.",,,"[{'name': 'U.S. Coast and Geodetic Survey', 'role': 'donor'}]","['Indiana', 'Kansas', 'Missouri']","July, 1891",steel;agate;zinc;wood;mercurial,5 m.;8 mm.;9.5 mm.,"These three photographs illustrate a base-measuring apparatus constructed in July, 1891, and employed by the U.S. Coast and Geodetic Survey Department in measuring the Holton (Indiana) Base in 1891, the Salina (Kansas) Base in 1896, and the Versailles (Missouri) Base in 1897 in connection with the Transcontiaental (Primary) Triangulation of the 39th Parallel of Latitude. The apparatus consists of two precisely similar base-bars, known as the U.S. C. & G. S. Nos. 13 and 14 measuring bars. Each bar is of the contact-slide metallic-thermometer type, and is 5 m. long at a certain temperature. The actual measuring unit is a steel rod 8 mm. in diam., terminating at one end in an agate plane, and at the other in a contact-slide which itself ends in an agate knife-edge. The slide is connected to the rod by a spring, and has a mark engraved upon it corresponding to a mark engraved upon the rod, so that when these two knife-edge and plane terminal points are the correct distance apart. Two zinc tubes, 9.5 mm. in diam., are soldered one to each end of the steel rod, their other ends being free to expand or contract relatively to this rod. The relative expansion is measured by means of a vernier on each zinc tube moving over a scale fixed to the steel rod, and the compound rod thus formed enables the mean temperature to be determined. The compound measuring rod rests upon rollers in a rectangular wooden case, which itself rests upon tripods during the measurement and is provided at its rear end with a telescope for aligning the bar. When the forward bar has been aligned and adjusted as a whole on its trestles to within a small distance of the preceding bar, its measuring rod is slowly drawn backwards upon the rollers by a milled screw at its rear end, until the contact-slide touches the agate plane of the preceding bar and is forced gently over the steel rod until the two engraved lines coincide. During this motion, the wooden case remains stationary upon its trestles, and the only pressure upon the rear bar is that due to the spring of the contact-slide, which is quite powerless to disturb the bar. Each bar is provided with a mercurial thermometer for use when comparing it with the standard bar. The average rate of measurement with this apparatus on the Holton Base was 155 m. per hr., with a probable error of about 1 in 1,500,000.","Special Publication No. 4, U. S. C. & G. S. Department",,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['diam.']}"
66,15 and 16,1914-389,Whole,N/A,PHOTOGRAPHS OF EIMBECK'S DUPLEX BASE APPARATUS,donated,EIMBECK'S DUPLEX BASE APPARATUS,"These three photographs illustrate a bimetallic contact-slide apparatus designed by W. Eimbeck, and used by the U.S. Coast and Geodetic Survey Department in measuring the Salt Lake Base (Utah) in 1896 in connection with the Transcontinental Triangulation of the 39th Parallel of Latitude. It consists of two similar bars, each 5 m. long, known as U. S. C. & G. S. Nos. 15 and 16 duplex bars. The rate of measuring with this apparatus in Utah was about 250 m. per hr., with a probable error of 1 in 5,000,000. Each bar consists of two measuring units of precisely similar construction, one of steel and one of brass, each 5 m. long, and weighs complete 118 lb. The measuring units are made of tubing of 3/4 in. diam., each having a thickness of wall corresponding to the conductivity and specific heat of the material of which it is made, so that under changing conditions each tube shall keep the same temperature as the other one. The two measuring tubes are carried on rollers in a brass protecting casing, which turns on its longitudinal axis in an outer brass protecting casing which remains stationary. The inner casing is rotated 180° from time to time to equalize temperature distribution. The two measuring units are entirely disconnected, and contact is always made brass to brass and steel to steel; hence two independent measurements of the base are obtained, their difference determining the average temperature during the measuring, so that each can be corrected accordingly. To overcome the difficulty due to one rod gradually gaining on the other, owing to the different coefficients of expansion of brass and steel, each measuring unit is provided with vernier scales, and the brass bar is occasionally readjusted by an amount thus measured and allowed for in the final calculations. Telescopes are affixed to each base-bar for aligning, whilst the tripods are provided with special heads for quick and slow adjustment in the horizontal and vertical planes. The contact slide is similar to the one described in connection with the Secondary Base-Apparatus.",,,"[{'name': 'W. Eimbeck', 'role': 'designer'}, {'name': 'U.S. Coast and Geodetic Survey', 'role': 'presenter'}, {'name': 'W. Eimbeck', 'role': 'designer'}, {'name': 'U.S. Coast and Geodetic Survey Department', 'role': 'user'}]",['Utah'],1896,steel;brass,5 m.;5 m.;118 lb.;3/4 in.,"These three photographs illustrate a bimetallic contact-slide apparatus designed by W. Eimbeck, and used by the U.S. Coast and Geodetic Survey Department in measuring the Salt Lake Base (Utah) in 1896 in connection with the Transcontinental Triangulation of the 39th Parallel of Latitude. The rate of measuring with this apparatus in Utah was about 250 m. per hr., with a probable error of 1 in 5,000,000. The measuring units are made of tubing of 3/4 in. diam., each having a thickness of wall corresponding to the conductivity and specific heat of the material of which it is made, so that under changing conditions each tube shall keep the same temperature as the other one. The two measuring tubes are carried on rollers in a brass protecting casing, which turns on its longitudinal axis in an outer brass protecting casing which remains stationary. The inner casing is rotated 180° from time to time to equalize temperature distribution. The two measuring units are entirely disconnected, and contact is always made brass to brass and steel to steel; hence two independent measurements of the base are obtained, their difference determining the average temperature during the measuring, so that each can be corrected accordingly. To overcome the difficulty due to one rod gradually gaining on the other, owing to the different coefficients of expansion of brass and steel, each measuring unit is provided with vernier scales, and the brass bar is occasionally readjusted by an amount thus measured and allowed for in the final calculations. Telescopes are affixed to each base-bar for aligning, whilst the tripods are provided with special heads for quick and slow adjustment in the horizontal and vertical planes. The contact slide is similar to the one described in connection with the Secondary Base-Apparatus.","Appendix II, Report for 1897, and Special Publication, No. 4. U.S. C. & G. S. Department.",1897,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
67,1914-390,,Whole,N/A,PHOTOGRAPHS,donated,TAPE-STRETCHING APPARATUS,"These three photographs illustrate a form of tape-stretching apparatus which is an improvement upon the one used by the U.S. Coast and Geodetic Survey in measuring the Stanton Base, Texas, in 1908–09. It consists of an iron tube 1·35 m. long and 32 mm. diam., along which is movable a short collar fitted with a frame to carry the spring balance, and a weight to counterpoise it. The position of the sliding collar is easily adjusted by means of a friction lever device. The bottom of the tube ends in a round conical point, which permits it to rotate about its axis, thus allowing the tension to put the balance into alignment with the tape. A short iron projection near the bottom of the tube is used for forcing the latter into the ground by means of the foot. The total weight of the stretcher is 11 1/4 lb. The rear end of the tape is attached by a strap to a simple wooden staff fitted with a metal shoe, as shown in the left-hand photograph. The tension normally applied by this means to an ""invar"" tape for primary base-measure-ment is, in the United States, 15 kg. (See U.S. C. & G. S. Report, 1910, Appendix 4.)",,,"[{'name': 'U.S. Coast and Geodetic Survey', 'role': 'donor'}]",['United States'],1908-09,iron;wooden;metal,1·35 m. long;32 mm. diam.;11 1/4 lb.;15 kg.,"These three photographs illustrate a form of tape-stretching apparatus which is an improvement upon the one used by the U.S. Coast and Geodetic Survey in measuring the Stanton Base, Texas, in 1908–09. The position of the sliding collar is easily adjusted by means of a friction lever device. The bottom of the tube ends in a round conical point, which permits it to rotate about its axis, thus allowing the tension to put the balance into alignment with the tape. A short iron projection near the bottom of the tube is used for forcing the latter into the ground by means of the foot. The rear end of the tape is attached by a strap to a simple wooden staff fitted with a metal shoe, as shown in the left-hand photograph. The tension normally applied by this means to an ""invar"" tape for primary base-measure-ment is, in the United States, 15 kg.","U.S. C. & G. S. Report, 1910, Appendix 4",1910,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['invar']}"
68,1912-245,,Whole,N/A,INVAR,,MEASURING TAPE,"The name ""invar"" has been given to a nickel-steel alloy containing from 35 per cent, to 36 per cent. nickel, discovered by Dr. C. E. Guillaume in 1896, owing to its low coefficient of expansion for temperature, which is not greater than 1·0 x 10⁻⁶ per °C. The application of this alloy to geodesy arises from the difficulty of ascertaining the exact mean temperature of a metal measuring unit, and consequently the precise length of the unit at the time of measurement. As the effect of an error of this type is directly proportional to the expansibility of the metal, the importance of a low coefficient of expansion is obvious. The use of ""invar"" wires or tapes, suspended under a constant tension of about 10 kg., according to Jäderin’s method, is now almost universal in measuring bases for triangulation of the first or second order. The tape exhibited is just over 100 ft. long, and has scales divided to read two-hundredths of a foot at each end. According to the National Physical Laboratory certificate of examination, the length between its zero marks at each end is 100·001 ft. at 58·5° F., under a tension of 10 kg., with an accuracy of 1 in 100,000. The width of the tape is 5 mm. and its thickness 0·5 mm. It is wound upon an aluminium drum of 16 in. diam., which can rotate upon its pivot as the reel is unwound.",,,"[{'name': 'J. H. Agar Bough', 'role': 'Made by'}, {'name': 'Dr. C. E. Guillaume', 'role': 'discovered'}, {'name': 'Guillaume et Benoit', 'role': 'authors'}]",[],1896,nickel-steel alloy,"['35 per cent, to 36 per cent. nickel', '1·0 x 10⁻⁶ per °C', 'about 10 kg.', 'just over 100 ft.', 'two-hundredths of a foot', '100·001 ft.', '58·5° F.', '10 kg.', '1 in 100,000', '5 mm.', '0·5 mm.', '16 in. diam.']","The name ""invar"" has been given to a nickel-steel alloy containing from 35 per cent, to 36 per cent. nickel, discovered by Dr. C. E. Guillaume in 1896, owing to its low coefficient of expansion for temperature, which is not greater than 1·0 x 10⁻⁶ per °C. The application of this alloy to geodesy arises from the difficulty of ascertaining the exact mean temperature of a metal measuring unit, and consequently the precise length of the unit at the time of measurement. As the effect of an error of this type is directly proportional to the expansibility of the metal, the importance of a low coefficient of expansion is obvious. The use of ""invar"" wires or tapes, suspended under a constant tension of about 10 kg., according to Jäderin’s method, is now almost universal in measuring bases for triangulation of the first or second order.","Les nouveaux appareils pour la mesure rapide des bases géodésiques. Guillaume et Benoit. Paris, 1916.",1916,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
69,,Inv. 1920-655,Whole,N/A,"PHOTOGRAPHS OF BASE MEASUREMENT WITH ""INVAR"" WIRES.",donated,"Photographs of Base Measurement with ""Invar"" Wires","Four photographs of the measurement of the Narguta base in 1912, during the survey of Northern Nigeria, illustrate the general process of using flexible wires, suspended according to Jäderin’s method, and the superiority of such apparatus over rigid rods in difficult country. In this case a river, the Delimi, having fairly steep banks, was successfully negotiated without any special preparation of the ground. Two of the photographs illustrate the approach to the Delimi and its crossing, a third shows the crossing of a deep irrigation channel, and the fourth shows the completion of a section of the base, the terminal point being marked by a ground pin.",,,"[{'name': 'Major G. G. Waterhouse', 'role': 'Presented by'}, {'name': 'Jäderin', 'role': 'method'}]",['Northern Nigeria'],1912,"['flexible wires', 'rigid rods']",['BASE MEASUREMENT'],"Illustrate the general process of using flexible wires, suspended according to Jäderin’s method, and the superiority of such apparatus over rigid rods in difficult country. The Delimi river, having fairly steep banks, was successfully negotiated without any special preparation of the ground. Two of the photographs illustrate the approach to the Delimi and its crossing, a third shows the crossing of a deep irrigation channel, and the fourth shows the completion of a section of the base, the terminal point being marked by a ground pin.",,1912,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
70,1876-1209,,Whole,N/A,STADIOMETER,donated,STADIOMETER,"This instrument was designed by Capt. G. H. Blakey, R.N. for determining the distance of a ship on the assumption that the height of its mast is known, and that the mast is perpendicular to the direction of the ship from the observer. It is merely a telescopic sighting tube having a pin-hole aperture and pairs of parallel wires set at known intervals apart near the object end of the tube. The distance of these wires from the aperture is given by the graduated scales on the telescopic tube. In using the instrument, the mast of the distant ship is viewed and the sighting tube telescoped until the mast lies exactly between a pair of wires. On reading the length of the tube, i.e. from aperture to wires, the range of the mast will be in the same ratio to this length as the mast is to the interval between the wires. As these last two lengths are known, the range is readily calculated, or can be obtained directly from the tables supplied with the instrument. Two mutually perpendicular pairs of parallel wires are fitted in the instrument exhibited, at intervals of one tenth and one twentieth of a foot respectively. A table corresponding to the former interval for lengths of masts between 100 and 200 ft., and all possible lengths of sighting tube is printed on the tube and gives the corresponding ranges in yards. For the smaller interval, these ranges are of course to be doubled. Measurements of distance by this apparatus can only be very approximate owing to the absence of magnification, uncertainty as regards the length of the mast and its inclination to the line of sight, etc.",,,"[{'name': 'W. Heath', 'role': 'maker'}, {'name': 'Capt. G. H. Blakey, R.N.', 'role': 'designer'}]",,,,"['100 and 200 ft.', 'one tenth', 'one twentieth of a foot']","This instrument was designed for determining the distance of a ship on the assumption that the height of its mast is known, and that the mast is perpendicular to the direction of the ship from the observer. It is merely a telescopic sighting tube having a pin-hole aperture and pairs of parallel wires set at known intervals apart near the object end of the tube. The distance of these wires from the aperture is given by the graduated scales on the telescopic tube. In using the instrument, the mast of the distant ship is viewed and the sighting tube telescoped until the mast lies exactly between a pair of wires. On reading the length of the tube, i.e. from aperture to wires, the range of the mast will be in the same ratio to this length as the mast is to the interval between the wires. As these last two lengths are known, the range is readily calculated, or can be obtained directly from the tables supplied with the instrument. Measurements of distance by this apparatus can only be very approximate owing to the absence of magnification, uncertainty as regards the length of the mast and its inclination to the line of sight, etc.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['R.N.']}"
71,23834,1915-399,Whole,N/A,STUART’S DISTANCE METER,donated,Distance Meter,"Assuming that the length of a distant ship’s mast is known, its range can be found by this instrument, which was designed in 1895 for use at sea. Two images of the mast are seen in the field of the telescope, one formed by light rays traversing a fixed prism of constant angle, and the other by rays traversing a movable prism of varying angle. These images are made to approach each other until the lower limit of one is level with the upper limit of the other by sliding the movable prism, when the position of an index attached to this permits the range to be read. The movable prism consists of a thin piece of glass, ground concave on both faces, and is attached to a slide worked by a tangent screw. It thus forms a prism of varying angle in front of one half of the telescope, the other half being occupied by the fixed constant angle prism. Ranges up to 3 miles can be read to the nearest tenth of a mile.",,,"[{'name': 'T. H. Court', 'role': 'donor'}]",,1895,glass,3 miles,"Designed for use at sea, this instrument finds the range of a distant ship by using two images of its mast, one formed by a fixed prism and the other by a movable prism. The movable prism's position, adjusted by a tangent screw, allows the range to be read.","British Patent Specification, No. 23834",1895,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
72,1920-66,,Whole,N/A,,,LABBEZ TELEMETER,"This is a pocket rangefinder suitable for military reconnaissance. To determine ranges up to 3,000 m. two observations are made with it, one from each end of a 30 m. base, which is set off approximately at right angles to the direction of the object. The instrument consists of a short metal tube having a pin-hole sight at one end and a rectangular window in one side. Opposite this window within the tube are two small plane mirrors inclined at an angle of 45° to each other. Both mirrors can be rotated slightly. The observer views the object A whose range is required directly through the pin-hole sight, and rotates one mirror until he sees, after double reflection, the image of an object B whose direction is nearly perpendicular to A's. He measures off the base in the direction of B, and again views A directly. By rotating the second mirror he once more gets a doubly reflected image of B. This latter rotation is effected by turning a milled drum in the eye end of the instrument, and the position of this drum when B is again sighted is a measure of the range of A. The drum is calibrated to give this range immediately. A thin cord of the base length is supplied with the instrument.",,,"[{'name': 'A. T. Walmisley', 'role': 'author'}]",,,['metal'],"['3,000 m', '30 m', '45°']",This is a pocket rangefinder suitable for military reconnaissance.,Fieldwork and Instruments,1900,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
73,THREE-PRISM TELEMETER,1911-151,Whole,N/A,,donated,THREE-PRISM TELEMETER,"This instrument is used to measure ranges in the ordinary manner, by solving a very acute right-angled triangle. The angle subtended at the distant point is constant, whilst the base is variable, and is measured by pacing. Three reflecting right-angled prisms are mounted by hinged joints near the objective of a small telescope, so that any one of the three can be set to reflect rays axially along the telescope from directions at 90°, 88° 51′ 15″ and 74° 53′ 15″ respectively. The first prism is used to set off the base at right angles to the direction of the distant object. The observer paces in the line of the base until, using one of the other two prisms, he again sees the object by reflection. For both observations the telescope is directed to view another distant point at right angles to the target, i.e., in the direction of the base. The number of paces taken between the two observations, multiplied by a constant depending upon the length of pace and the reflecting angle of the second prism used, gives the required range. The constant is determined experimentally.",,,"[{'name': 'T. H. Court', 'role': 'donor'}]",[],,['prisms'],"['90°', '88° 51′ 15″', '74° 53′ 15″']","This instrument is used to measure ranges in the ordinary manner, by solving a very acute right-angled triangle. The angle subtended at the distant point is constant, whilst the base is variable, and is measured by pacing. The first prism is used to set off the base at right angles to the direction of the distant object. The observer paces in the line of the base until, using one of the other two prisms, he again sees the object by reflection. For both observations the telescope is directed to view another distant point at right angles to the target, i.e., in the direction of the base. The number of paces taken between the two observations, multiplied by a constant depending upon the length of pace and the reflecting angle of the second prism used, gives the required range. The constant is determined experimentally.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
74,,1910-126,Whole,N/A,GAUTIER’S POCKET TELEMETER,,POCKET TELEMETER,"This rangefinder was designed by Capt. Gautier, a French artillery officer, about 1865, and has been extensively used in the French army. Its main feature is a thin prism mounted in a ring at the object end of the sighting tube. By rotating the ring the deviation of rays in the plane of the distant object and the horizontal through the instrument can be varied continuously, and the ring calibrated correspondingly. The sighting tube is about 5 in. long by 1·5 in. diam. and has a protecting tube which can be fitted underneath to serve as a hand-grip when observations are being made. The sighting tube, in addition to the movable ring containing the prism, has a pair of plane mirrors having their faces inclined to each other at an angle of about 45°, and so inclined to the optical axis that rays incident through a window in the side of the tube in a direction nearly perpendicular to the axis, are doubly reflected at the mirrors into the line of the axis, and pass through a small telescope at the eye end of the tube. In the instrument shown, two such telescopes of different powers are fixed side by side. One of the mirrors can be slightly rotated so as to vary the angle of deviation of the reflected rays. In using the instrument, the observer sets the range scale on the movable ring at “infinity” and the index of the movable mirror at the centre. He views the distant object by double reflection at the mirrors and looks directly through the tube and prism for a convenient aiming mark. If such a mark is not quite co-incident with the image of the distant object, he rotates the mirror until coincidence occurs. Then the object and the aiming mark are in directions nearly perpendicular to each other. Next he paces out a convenient distance in the direction of the aiming mark and takes a second observation similar to the first, but this time effects the coincidence by means of the movable prism. He reads off the scale calibrated on that ring when coincidence is effected and multiplies the distance of his base. The result is the range of the distant object. The movable ring is really calibrated to record the reciprocal of the angle of deviation caused by the prism, which is the same as the reciprocal of the angle subtended. by the base at the object. As this base has been made nearly perpendicular to the direction of the object, the product of its length and the reciprocal of the angle gives the range. Thus any convenient base length can be used subject to the condition that it subtends an angle of not more than 3° at the distant object. (See “ Notice sur le Télémètre de Poche,” by A. Gautier, Paris.) Inv.",,,"[{'name': 'Tavernier-Gravet', 'role': 'maker'}, {'name': 'Capt. Gautier', 'role': 'designer'}, {'name': 'A. Gautier', 'role': 'author'}]",['Paris'],['about 1865'],"['prism', 'mirrors', 'telescope']","['about 5 in. long', '1·5 in. diam.']","['This rangefinder was designed by Capt. Gautier, a French artillery officer, about 1865, and has been extensively used in the French army.', 'Its main feature is a thin prism mounted in a ring at the object end of the sighting tube. By rotating the ring the deviation of rays in the plane of the distant object and the horizontal through the instrument can be varied continuously, and the ring calibrated correspondingly.', 'The sighting tube is about 5 in. long by 1·5 in. diam. and has a protecting tube which can be fitted underneath to serve as a hand-grip when observations are being made.', 'The sighting tube, in addition to the movable ring containing the prism, has a pair of plane mirrors having their faces inclined to each other at an angle of about 45°, and so inclined to the optical axis that rays incident through a window in the side of the tube in a direction nearly perpendicular to the axis, are doubly reflected at the mirrors into the line of the axis, and pass through a small telescope at the eye end of the tube.', 'In the instrument shown, two such telescopes of different powers are fixed side by side.', 'One of the mirrors can be slightly rotated so as to vary the angle of deviation of the reflected rays.', 'In using the instrument, the observer sets the range scale on the movable ring at “infinity” and the index of the movable mirror at the centre. He views the distant object by double reflection at the mirrors and looks directly through the tube and prism for a convenient aiming mark. If such a mark is not quite co-incident with the image of the distant object, he rotates the mirror until coincidence occurs. Then the object and the aiming mark are in directions nearly perpendicular to each other. Next he paces out a convenient distance in the direction of the aiming mark and takes a second observation similar to the first, but this time effects the coincidence by means of the movable prism. He reads off the scale calibrated on that ring when coincidence is effected and multiplies the distance of his base. The result is the range of the distant object.', 'The movable ring is really calibrated to record the reciprocal of the angle of deviation caused by the prism, which is the same as the reciprocal of the angle subtended. by the base at the object. As this base has been made nearly perpendicular to the direction of the object, the product of its length and the reciprocal of the angle gives the range. Thus any convenient base length can be used subject to the condition that it subtends an angle of not more than 3° at the distant object.']",['Notice sur le Télémètre de Poche'],,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['artillery officer']}"
75,"MEKOMETER, GENERAL SERVICE PATTERN.",1914-293,Whole,N/A,MEKOMETER,loaned,GENERAL SERVICE PATTERN,"This standard rangefinding set is used by infantry units. It comprises two optical sighting instruments, known as the “Right Angle” and “Reading” instruments, and two reels of cord, each 25 yd. long, for setting off the base. The observer at one end of the base uses the “Right Angle” instrument to make the base line perpendicular to the line joining his position to the distant object, after which the other observer uses his “Reading” instrument to measure the angle between the base line and the direction of the object from his position. The Right Angle instrument has two fixed vertical mirrors inclined to each other at an angle of 45°. The observer using this sees the target directly and the vane on the Reading instrument after double reflection at the two mirrors. He adjusts his position, keeping the base line fully extended, until the two images coincide. The Reading instrument differs only in that one of its mirrors can be rotated, and the rotation recorded upon a graduated drum, so that the images of the target (viewed directly) and the vane of the Right Angle instrument (viewed by double reflection on the two mirrors) can be made to coincide. The graduated drum is calibrated to record the range directly.",,,"[{'name': 'T. Cooke and Sons, Ltd.', 'role': 'lent'}]",['York'],,['cord'],"['25 yd. long', '45°']",This standard rangefinding set is used by infantry units.,Handbook of the Mekometer,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
