RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
40,BAUDOT DISTRIBUTOR PLATE,1924-155,Whole,N/A,BAUDOT DISTRIBUTOR PLATE,donated,DISTRIBUTOR PLATE,"This is a modern sending plate, of French pattern, designed for use on a Baudot quadruple telegraph set. Revolving brushes of flexible metal sweep over the surfaces of the rings in pairs. For instance, the second ring, consisting of 24 segments, may be joined through a pair of brushes to the continuous ring number 5, which is connected to line. In this way each keyboard is in contact with the line for a fraction of a second at frequent intervals. A separate distributor plate, of slightly different construction, is required for receiving. All the brushes are, however, carried on a common spindle which passes through the central aperture of both plates.",,,"[{'name': 'H.M. Postmaster-General', 'role': 'donor'}]","[{'name': 'France', 'role': 'French pattern'}]",,['flexible metal'],['24 segments'],"This is a modern sending plate, of French pattern, designed for use on a Baudot quadruple telegraph set. In this way each keyboard is in contact with the line for a fraction of a second at frequent intervals. A separate distributor plate, of slightly different construction, is required for receiving.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
41,,1887-79 and 1893-256,Whole,N/A,WRITING TELEGRAPH,loaned,WRITING TELEGRAPH,"The experimental transmitter and receiver are shown, together with specimens of the writing and a diagram of the general arrangement. The instruments were invented by Mr. E. A. Cowper in 1878, and have worked successfully through a resistance of 1,000 ohms. Two line wires are used, one of which transmits a current proportional to the vertical and the other to the horizontal displacement of the transmitter’s pen from its central position. This is accomplished by having attached to this pen two jointed rods which transmit the two components of the motion to contact pieces that slide over resistance frames arranged at right angles. These frames are built up of insulated plates set on edge and connected by a wire of high resistance. At the receiving end each wire circuit actuates its own needle, but the two needles are at right angles and provided with light springs by which they are connected with a single vertical capillary siphon or pen with its point in contact with a paper tape. The paper at both stations is drawn along continuously by clockwork contained in the bases of the instruments.",,,"[{'name': 'E. A. Cowper', 'role': 'inventor'}, {'name': 'E. A. Cowper', 'role': 'associated person'}, {'name': 'C. E. Cowper', 'role': 'associated person'}]",,1878,wire,,"The experimental transmitter and receiver are shown, together with specimens of the writing and a diagram of the general arrangement. The instruments have worked successfully through a resistance of 1,000 ohms. Two line wires are used, one of which transmits a current proportional to the vertical and the other to the horizontal displacement of the transmitter’s pen from its central position. This is accomplished by having attached to this pen two jointed rods which transmit the two components of the motion to contact pieces that slide over resistance frames arranged at right angles. These frames are built up of insulated plates set on edge and connected by a wire of high resistance. At the receiving end each wire circuit actuates its own needle, but the two needles are at right angles and provided with light springs by which they are connected with a single vertical capillary siphon or pen with its point in contact with a paper tape. The paper at both stations is drawn along continuously by clockwork contained in the bases of the instruments.",,1878,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
42,1878,1887-79 and 1893-256,Whole,N/A,,loaned,WRITING TELEGRAPH,"The experimental transmitter and receiver are shown, together with specimens of the writing and a diagram of the general arrangement. The instruments were invented by Mr. E. A. Cowper in 1878, and have worked successfully through a resistance of 1,000 ohms. Two line wires are used, one of which transmits a current proportional to the vertical and the other to the horizontal displacement of the transmitter’s pen from its central position. This is accomplished by having attached to this pen two jointed rods which transmit the two components of the motion to contact pieces that slide over resistance frames arranged at right angles. These frames are built up of insulated plates set on edge and connected by a wire of high resistance. At the receiving end each wire circuit actuates its own needle, but the two needles are at right angles and provided with light springs by which they are connected with a single vertical capillary siphon or pen with its point in contact with a paper tape. The paper at both stations is drawn along continuously by clockwork contained in the bases of the instruments.",,,"[{'name': 'E. A. Cowper', 'role': 'inventor'}, {'name': 'E. A. & C. E. Cowper', 'role': 'lender'}]",,1878,insulated plates,,"The experimental transmitter and receiver are shown, together with specimens of the writing and a diagram of the general arrangement. The instruments were invented by Mr. E. A. Cowper in 1878, and have worked successfully through a resistance of 1,000 ohms. Two line wires are used, one of which transmits a current proportional to the vertical and the other to the horizontal displacement of the transmitter’s pen from its central position. This is accomplished by having attached to this pen two jointed rods which transmit the two components of the motion to contact pieces that slide over resistance frames arranged at right angles. These frames are built up of insulated plates set on edge and connected by a wire of high resistance. At the receiving end each wire circuit actuates its own needle, but the two needles are at right angles and provided with light springs by which they are connected with a single vertical capillary siphon or pen with its point in contact with a paper tape. The paper at both stations is drawn along continuously by clockwork contained in the bases of the instruments.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
43,,1911-67,Whole,N/A,DELANY MULTIPLEX TELEGRAPH,donated,DELANY MULTIPLEX TELEGRAPH,"A method of simultaneously sending a number of messages in either direction along one line wire, which necessitated synchronous movements of apparatus at the two stations, was suggested by Mr. B. Meyer in 1871 and was rendered practicable for Morse working by Mr. P. B. Delany in 1882–4.
The principle is indicated by a diagram in which A and B represent two stations connected by a line wire, and x, y are two arms, rotating at equal rates over the numbered segments which are insulated from one another. If each segment be connected with transmitting and receiving instruments any message transmitted from 1 will be received at 1', from 2 at 2', and so on.
A reed and wheel arrangement patented by Mr. P. la Cour in 1878 and invented, independently, by Lord Rayleigh, is employed to drive each arm at a rate of about three revolutions per sec. The reed is kept in a state of vibration by means of an electro-magnet, the movements of the reed itself producing the necessary makes and breaks of the circuit as in a trembling bell. Included in the circuit there is a second electro-magnet, which drives a phonic-wheel and is mounted on the axis of the rotating arm. The latter consequently moves at a rate determined by the vibrations of its reed. A fly-wheel mounted on the same axis, is made of wood containing mercury in two concentric grooves.
This arrangement does not, however, ensure absolute synchronism, and further provision is made by sending and receiving correction currents. When the arm at one station is over a sending-correction group, that at the other station is over a receiving-correction group.
The number of messages which can be sent simultaneously depends on the retardation of the line.
This system was, at one time, used in this country to a limited extent, hexode working being employed between London and Birmingham.
The apparatus exhibited consists of a distributor and a reed. To render the wheel visible, the distributor has been removed from the metal ring upon which it was mounted.",,,"[{'name': 'B. Meyer', 'role': 'suggestor'}, {'name': 'P. B. Delany', 'role': 'practitioner'}, {'name': 'P. la Cour', 'role': 'patentee'}, {'name': 'Lord Rayleigh', 'role': 'inventor'}]",[],1882–4,wood; mercury,,"A method of simultaneously sending a number of messages in either direction along one line wire, which necessitated synchronous movements of apparatus at the two stations, was suggested by Mr. B. Meyer in 1871 and was rendered practicable for Morse working by Mr. P. B. Delany in 1882–4.
The principle is indicated by a diagram in which A and B represent two stations connected by a line wire, and x, y are two arms, rotating at equal rates over the numbered segments which are insulated from one another. If each segment be connected with transmitting and receiving instruments any message transmitted from 1 will be received at 1', from 2 at 2', and so on.
A reed and wheel arrangement patented by Mr. P. la Cour in 1878 and invented, independently, by Lord Rayleigh, is employed to drive each arm at a rate of about three revolutions per sec. The reed is kept in a state of vibration by means of an electro-magnet, the movements of the reed itself producing the necessary makes and breaks of the circuit as in a trembling bell. Included in the circuit there is a second electro-magnet, which drives a phonic-wheel and is mounted on the axis of the rotating arm. The latter consequently moves at a rate determined by the vibrations of its reed. A fly-wheel mounted on the same axis, is made of wood containing mercury in two concentric grooves.
This arrangement does not, however, ensure absolute synchronism, and further provision is made by sending and receiving correction currents. When the arm at one station is over a sending-correction group, that at the other station is over a receiving-correction group.
The number of messages which can be sent simultaneously depends on the retardation of the line.
This system was, at one time, used in this country to a limited extent, hexode working being employed between London and Birmingham.
The apparatus exhibited consists of a distributor and a reed. To render the wheel visible, the distributor has been removed from the metal ring upon which it was mounted.","Preece and Sivewright’s “Telegraphy,” new edition, 1905, pp. 218–232.",1905,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['hexode working']}"
44,1895-8,1911-79,Whole,N/A,STELJES TYPE-PRINTING TELEGRAPH,,TYPE-PRINTING TELEGRAPH,"This step-by-step instrument was patented by Mr. W. S. Steljes in 1895–8, and has been extensively used on private lines. The communicator at the sending station is of the ordinary A B C type and has a shuttle-wound armature which transmits alternating currents. At the receiving station, these pass through the coils of an electro-magnet with a polarised armature, operating the escapement of a weight-driven train on wheels. This is connected with a type-wheel and the letter is then made to take up a position corresponding with the key depressed at the sending station. The currents also pass through a second electro-magnet, which is non-polarised and sufficiently sluggish in action to continue attracting its armature during the passage of the current. When the latter ceases, however, the armature is released and frees a second train of wheels driving an eccentric wheel, by means of a lever, raises a paper strip against the type-wheel and prints the letter signalled. The lever also operates a device for feeding forward the paper. The type-wheel is double, and consists of series of letters and figures side by side, the change from one set to the other being affected when the communicator key adjacent to “ letters ” or “ figures ” is depressed. In the example shown the arrangement for inking the type is missing.",,,"[{'name': 'The Typewriting Telegraph Corporation, Ltd.', 'role': 'maker'}, {'name': 'W. S. Steljes', 'role': 'inventor'}]",[],1895–8,[],[],"This step-by-step instrument was patented by Mr. W. S. Steljes in 1895–8, and has been extensively used on private lines. The communicator at the sending station is of the ordinary A B C type and has a shuttle-wound armature which transmits alternating currents. At the receiving station, these pass through the coils of an electro-magnet with a polarised armature, operating the escapement of a weight-driven train on wheels. This is connected with a type-wheel and the letter is then made to take up a position corresponding with the key depressed at the sending station. The currents also pass through a second electro-magnet, which is non-polarised and sufficiently sluggish in action to continue attracting its armature during the passage of the current. When the latter ceases, however, the armature is released and frees a second train of wheels driving an eccentric wheel, by means of a lever, raises a paper strip against the type-wheel and prints the letter signalled. The lever also operates a device for feeding forward the paper. The type-wheel is double, and consists of series of letters and figures side by side, the change from one set to the other being affected when the communicator key adjacent to “ letters ” or “ figures ” is depressed. In the example shown the arrangement for inking the type is missing.","Herbert’s “ Telegraphy,” p. 412, 1920 edition",1920,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
45,,1911-66,Whole,N/A,KAMM'S ZEROGRAPH,donated,ZEROGRAPH,"In this telegraphic typewriter, which was patented by Mr. L. Kamm in 1895–1905, the printing is done in page form at both ends of the line by similar instruments, the operator at the transmitting end simply using a keyboard as in an ordinary typewriter. Two currents are sent over the line for each signal transmitted, the interval of time between the two depending upon the letter signalled. Mounted on a vertical axis, which carries a sector bearing the type, there is an arm, termed a “ synchronising arm,” which is normally retained in its zero position by a catch. When a key is depressed, this arm is released and a spring pin connected with the key lever is raised. At the same time, a current is sent over the line, which causes the arm at the receiving end also to be released. The arms receive motion from adjustable springs, and the arm at the transmitting station moves until arrested by the raised pin, contact with which sends a second current to line and brings the distant arm also to be brought to rest. This is effected by means of a piece on the underside of the arm, which, under the action of an electro-magnet, is made to project, and, as the arm moves at equal rates, to catch against the pin corresponding with the one raised at the sending station. A local circuit at each end is closed, which energises an electro-magnet and causes the type letter corresponding to the position of the arm to be printed on the paper. The arms are then returned to their initial positions by the action of other electro-magnets. For rotating the paper roller and returning the carriage to its initial position when commencing a new line, a separate electro-magnet is provided, the exciting circuit for which is closed when the arm moves over all the pins to its extreme position, a special key with no connected pin being provided for this purpose.",,,"[{'name': 'L. Kamm', 'role': 'inventor'}, {'name': 'H.M. Postmaster-General', 'role': 'donor'}]",,1895–1905,electro-magnet,,"In this telegraphic typewriter, the printing is done in page form at both ends of the line by similar instruments, the operator at the transmitting end simply using a keyboard as in an ordinary typewriter. Two currents are sent over the line for each signal transmitted, the interval of time between the two depending upon the letter signalled. The arms receive motion from adjustable springs, and the arm at the transmitting station moves until arrested by the raised pin, contact with which sends a second current to line and brings the distant arm also to be brought to rest. This is effected by means of a piece on the underside of the arm, which, under the action of an electro-magnet, is made to project, and, as the arm moves at equal rates, to catch against the pin corresponding with the one raised at the sending station. A local circuit at each end is closed, which energises an electro-magnet and causes the type letter corresponding to the position of the arm to be printed on the paper. The arms are then returned to their initial positions by the action of other electro-magnets. For rotating the paper roller and returning the carriage to its initial position when commencing a new line, a separate electro-magnet is provided, the exciting circuit for which is closed when the arm moves over all the pins to its extreme position, a special key with no connected pin being provided for this purpose.",,1895,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
46,,1924-424,Whole,N/A,,loaned,CREED PNEUMATIC KEYBOARD PERFORATOR,"This apparatus was invented by F. G. Creed, Esq., about 1896, and is designed to produce perforations on Wheatstone slips at a high rate of speed with a minimum of labour. The telegraph operator, instead of having to build up Morse signals, by striking separate plungers for dots, dashes and spaces, as with the ordinary hand perforator, simply depresses a selected key, which punches the corresponding symbol complete. The instrument was used by the Post Office for about five years, and was then superseded by electrically worked keyboards which did not require a pneumatic supply.",,,"[{'name': 'F. G. Creed', 'role': 'inventor'}, {'name': 'Creed & Co.', 'role': 'lender'}]",[],About 1896,[],[],"Designed to produce perforations on Wheatstone slips at a high rate of speed with a minimum of labour. The telegraph operator, instead of having to build up Morse signals, by striking separate plungers for dots, dashes and spaces, as with the ordinary hand perforator, simply depresses a selected key, which punches the corresponding symbol complete. The instrument was used by the Post Office for about five years, and was then superseded by electrically worked keyboards which did not require a pneumatic supply.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Esq.']}"
47,1896,1924-38-40,Whole,N/A,,,PRELIMINARY AND FIRST COMPLETE MODELS OF THE MURRAY AUTOMATIC PRINTING TELEGRAPH,"Made and Presented by Donald Murray, Esq. In machine telegraphy an operator transmits messages by playing on a keyboard, and the whole of the rest of the work is done by machinery, the chief mechanism being the telegraph printer at the receiving station. The central principle in all such machines is that of the key and lock. There is a separate key and a separate lock for each letter. The keys are assembled in the transmitting keyboard, and the locks, which are at the receiving station, form a “selector” which operates the typewriter. In modern telegraph printers the permutation lever lock is used combined with what is known as the five-unit alphabet. As about 32 of these permutation lever locks are required for letters and operation signals, they are arranged in a circle or in a straight line. The circular form was the first to come into practical use in the type-writing telegraphs, culminating in the Baudot Multiplex in 1875. The straight-line plan was old, but was first put into practical form by Mr. Donald Murray in Sydney, Australia, in 1898, in the models which are here exhibited. The preliminary wooden model, which was made in 1896, shows the essential features of all subsequent machines of the straight-line class, including the Murray automatic printer adjacent to it. This printer was taken to New York in 1901, and was developed with the assistance of the Postal Telegraph Co. into the Murray automatic printing telegraph system. This was brought to London in 1901, and after further improvement was used by the British, German, Russian and other administrations. The Murray automatic system was combined with the Baudot multiplex by Murray, with the assistance of the British Post Office, between the years 1907 and 1912, the result being the Murray multiplex (a combined Automatic-Multiplex system). From this has developed the Western Union Multiplex, the Western Electric Multiplex and the Morkrum multiplex. All these American printing telegraphs, several thousands of which are now in use, embody the same permutation lever lock principle shown in the wooden model accompanying this description.",,,"[{'name': 'Donald Murray', 'role': 'Maker'}, {'name': 'Donald Murray', 'role': 'Presenter'}, {'name': 'Donald Murray', 'role': 'Inventor'}, {'name': 'Murray', 'role': 'Developer'}, {'name': 'Postal Telegraph Co.', 'role': 'Assistant'}, {'name': 'Murray', 'role': 'Developer'}, {'name': 'British Post Office', 'role': 'Assistant'}, {'name': 'Murray', 'role': 'Developer'}]","[{'place': 'Sydney, Australia', 'role': 'Place of first practical form'}]","['1896', '1898', '1901', '1907-1912']",['wooden model'],[],"['In machine telegraphy an operator transmits messages by playing on a keyboard, and the whole of the rest of the work is done by machinery, the chief mechanism being the telegraph printer at the receiving station.', 'The central principle in all such machines is that of the key and lock.', 'There is a separate key and a separate lock for each letter.', 'The keys are assembled in the transmitting keyboard, and the locks, which are at the receiving station, form a “selector” which operates the typewriter.', 'In modern telegraph printers the permutation lever lock is used combined with what is known as the five-unit alphabet.', 'As about 32 of these permutation lever locks are required for letters and operation signals, they are arranged in a circle or in a straight line.', 'The circular form was the first to come into practical use in the type-writing telegraphs, culminating in the Baudot Multiplex in 1875.', 'The straight-line plan was old, but was first put into practical form by Mr. Donald Murray in Sydney, Australia, in 1898, in the models which are here exhibited.', 'The preliminary wooden model, which was made in 1896, shows the essential features of all subsequent machines of the straight-line class, including the Murray automatic printer adjacent to it.', 'This printer was taken to New York in 1901, and was developed with the assistance of the Postal Telegraph Co. into the Murray automatic printing telegraph system.', 'This was brought to London in 1901, and after further improvement was used by the British, German, Russian and other administrations.', 'The Murray automatic system was combined with the Baudot multiplex by Murray, with the assistance of the British Post Office, between the years 1907 and 1912, the result being the Murray multiplex (a combined Automatic-Multiplex system).', 'From this has developed the Western Union Multiplex, the Western Electric Multiplex and the Morkrum multiplex.', 'All these American printing telegraphs, several thousands of which are now in use, embody the same permutation lever lock principle shown in the wooden model accompanying this description.']",[],[],"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
48,FORBES TYPE-BAR TRANSLATOR,1923-671,Whole,N/A,,,FORBES TYPE-BAR TRANSLATOR,"This remarkable type-printing telegraph is of the sliding type-bar class, but each bar has the whole alphabet on its printing face. The apparatus was constructed by the inventor, a schoolmaster by profession, purely as an experimental model, and has never been developed. Nevertheless, it worked perfectly at over 200 words per minute with type fixed by means of seccotine to type-bars made from umbrella ribs. The type-bars are supported between two toothed discs gearing with pinions on a motor shaft, which slowly revolves. Between the discs is a drum, which is stationary, and has a series of sloping grooves terminated by cam surfaces. Each type-bar has five setting pins friction-tight in the bar and arranged to be set by five magnets. The positioning of a type-bar depends upon the setting of its pins, which are spaced apart at distances, 1, 2, 4, 8 and 16 units, each unit being equal to the width of a single type. The bars are adjusted to the printing position by means of the setting pins engaging as the bar rotates with sliding grooves. In this way the required letter is at the printing point after the bar has travelled 180° from the setting point. The setting of the bar is therefore a very leisurely process, and in this respect alone the printer is unique. Each pin, after passing through a groove, is reset by a sloping cam surface on the stationary drum, while each type-bar has a small lug on its underside, which comes in contact with a sloping reset plate after passing the printing point. The working model is provided with a transmitting mechanism, which actuates the setting magnets by means of perforated tape. This tape had at first two rows of holes for advancing the paper, but one row was subsequently found more satisfactory. It was shown adjacent to the five-unit perforator shown adjacent to the instrument. Inv. 1923-671.",,,"[{'name': 'A. Forbes, Esq.', 'role': 'Maker'}, {'name': 'A. Forbes, Esq.', 'role': 'Presenter'}, {'name': 'inventor', 'role': 'schoolmaster'}]",,,umbrella ribs,,"This remarkable type-printing telegraph is of the sliding type-bar class, but each bar has the whole alphabet on its printing face. The apparatus was constructed by the inventor, a schoolmaster by profession, purely as an experimental model, and has never been developed. Nevertheless, it worked perfectly at over 200 words per minute with type fixed by means of seccotine to type-bars made from umbrella ribs. The setting of the bar is therefore a very leisurely process, and in this respect alone the printer is unique. The working model is provided with a transmitting mechanism, which actuates the setting magnets by means of perforated tape. This tape had at first two rows of holes for advancing the paper, but one row was subsequently found more satisfactory.","H. Harrison, ""Printing Telegraph Systems and Mechanisms.""",,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['schoolmaster']}"
49,,1924-425,Whole,N/A,CREED RECEIVING PERFORATOR,loaned,Receiving Perforator,"This receiving perforator, invented and patented by Mr. F. G. Creed about 1901, is used in conjunction with the Wheatstone automatic telegraph, and produces at the receiving station a perforated tape, which is a replica of the original prepared for transmission by means of the five-unit perforator shown adjacent to the instrument. slip passing through the Wheatstone transmitter at the sending station. The received slip may either be used for retransmission, or be passed through a Creed printer, which types the message in ordinary characters. At an intermediate transmitting office, it was formerly necessary to transcribe messages from the Morse tape and to re-perforate the signals by hand, if required for transmission over another Wheatstone circuit. By the Creed system, the perforated tape is automatically prepared by the received signals at high speed. A relay, fixed to the baseboard, carries a light arm, which moves from side to side according to the direction of the incoming current. At the end of the arm is an arrangement for opening and closing a small valve which controls the supply of compressed air—at about 30 lb. per sq. in.—to pistons. The direction of movement of the pistons determines whether a marking or a spacing hole shall be performed through the paper slip. In order to avoid tearing the paper, a mechanical contrivance arrests the movement of the paper feed wheel for about 1/300th of a second while the punch is perforating and being withdrawn from the tape. A later pattern of Creed receiving perforator, which works without air pressure, was introduced in 1921.",,,"[{'name': 'Creed & Co.', 'role': 'lender'}, {'name': 'F. G. Creed', 'role': 'inventor'}, {'name': 'F. G. Creed', 'role': 'patentee'}]",[],"['About 1901', '1921']",['paper'],"['30 lb. per sq. in.', '1/300th of a second']","['This receiving perforator, invented and patented by Mr. F. G. Creed about 1901, is used in conjunction with the Wheatstone automatic telegraph, and produces at the receiving station a perforated tape, which is a replica of the original prepared for transmission by means of the five-unit perforator shown adjacent to the instrument.', 'The received slip may either be used for retransmission, or be passed through a Creed printer, which types the message in ordinary characters.', 'At an intermediate transmitting office, it was formerly necessary to transcribe messages from the Morse tape and to re-perforate the signals by hand, if required for transmission over another Wheatstone circuit.', 'By the Creed system, the perforated tape is automatically prepared by the received signals at high speed.', 'A relay, fixed to the baseboard, carries a light arm, which moves from side to side according to the direction of the incoming current.', 'At the end of the arm is an arrangement for opening and closing a small valve which controls the supply of compressed air—at about 30 lb. per sq. in.—to pistons.', 'The direction of movement of the pistons determines whether a marking or a spacing hole shall be performed through the paper slip.', 'In order to avoid tearing the paper, a mechanical contrivance arrests the movement of the paper feed wheel for about 1/300th of a second while the punch is perforating and being withdrawn from the tape.', 'A later pattern of Creed receiving perforator, which works without air pressure, was introduced in 1921.']","['H. Harrison, ""Printing Telegraph Systems and Mechanisms.""']",,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
50,,1924-153,Whole,N/A,,,KEYBOARD PERFORATOR,"The messages for transmission are first punched in tape by means of this perforator, which translates the Roman letter-space signals of the written message into the five letters of the five-unit telegraph alphabet. The perforator includes a typewriter keyboard and a punch-block with five punches and an electro-magnetic, the armature of which feeds the tape forward one letter space on its back stroke. On the right may be seen the lever for pulling the tape back letter by letter when a correction is necessary. The correction is made by striking the letter-shift key (caps), which punches five holes in a letter space, and so blots out all other permutations which have been previously punched. At the other end of the line this signal leaves the printer unaffected, its function being to shift the action of the printer from figures to letters. The signal may be repeated half a dozen times so as to blot out a whole word, and there will be no trace of the error in the printed message.",,,"[{'name': 'H.M. Postmaster-General', 'role': 'presented by'}]",,,,,"This perforator translates Roman letter-space signals of written messages into the five letters of the five-unit telegraph alphabet. It includes a typewriter keyboard and a punch-block with five punches and an electro-magnetic. A lever on the right allows for tape correction by striking the letter-shift key, which punches five holes to blot out previous permutations. This signal shifts the printer's action from figures to letters and can be repeated to blot out a whole word without leaving a trace in the printed message.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
51,,1923-230,Whole,N/A,SINGLE-LINE TRANSMITTER,loaned,SINGLE-LINE TRANSMITTER,"Lent by The Institution of Electrical Engineers. The perforated tape, containing a batch of three or four messages, having been prepared, the next step is automatic transmission, that is to say, collection of the space signals and transmission as time signals. There are two well-known methods of accomplishing this. The first is the direct method, in which metallic brushes make electrical contact through the holes of the paper tape. In the second, or indirect, method, the signals are transmitted by the intervention of a number of small levers and rods controlled by the tape. This method, which is similar in principle to the Jacquard loom, was first used in the Wheatstone automatic transmitter, and experience has shown it to be the best. It is used in the present case.
The name of the instrument is derived from the fact that the slip perforations are in a single row. The transmitter automatically sends out a train of five currents impulse of a time, corresponding to one letter or character, with distinct pauses between each train.
With regard to any one train, if there is no current perforation in the corresponding five centre hole length of slip, the five current impulses are all negative, actually forming one continuous negative current. If, however, one or more perforations occur, the corresponding current impulses to line are positive in direction and the remainder of the five are negative.
A diagram placed beside the instrument shows the alphabet employed and (Figs. 2 and 3) the resulting currents to line produced by the passage of slip perforated with the word ""and.""",,,"[{'name': 'The Institution of Electrical Engineers', 'role': 'lender'}, {'name': 'Wheatstone', 'role': 'inventor'}, {'name': 'Crotch', 'role': 'author'}]",,,paper tape,,"The name of the instrument is derived from the fact that the slip perforations are in a single row. The transmitter automatically sends out a train of five currents impulse of a time, corresponding to one letter or character, with distinct pauses between each train.
With regard to any one train, if there is no current perforation in the corresponding five centre hole length of slip, the five current impulses are all negative, actually forming one continuous negative current. If, however, one or more perforations occur, the corresponding current impulses to line are positive in direction and the remainder of the five are negative.
A diagram placed beside the instrument shows the alphabet employed and (Figs. 2 and 3) the resulting currents to line produced by the passage of slip perforated with the word ""and.""","Crotch’s “Telegraphic Systems,” 1908; I.E.E. Journal for February, 1905",,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
52,,"1924-149, 152",Whole,N/A,RECEIVING PERFORATOR,donated,RECEIVING PERFORATOR,"At the receiving station, the signals operate a polarised relay, in the local circuit of which is connected an electro-magnetic perforator. This consists essentially of a punching and a spacing magnet operated through contacts closed alternately by a vibrating reed. The speed of the latter is governed by a relay, so that it is kept in unison with the reed of a phonic-wheel which is incorporated in the transmitter. The receiving perforator produces a facsimile of the transmitting tape, which is then available for retransmission or for printing.",,,"[{'name': 'H.M. Postmaster-General', 'role': 'presenter'}]",[],,"['electro-magnetic', 'reed', 'phonic-wheel', 'tape']",[],"At the receiving station, the signals operate a polarised relay, in the local circuit of which is connected an electro-magnetic perforator. This consists essentially of a punching and a spacing magnet operated through contacts closed alternately by a vibrating reed. The speed of the latter is governed by a relay, so that it is kept in unison with the reed of a phonic-wheel which is incorporated in the transmitter. The receiving perforator produces a facsimile of the transmitting tape, which is then available for retransmission or for printing.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
53,,Inv. 1924-154,Whole,N/A,,,RECEIVING PRINTER,"If the tape is not required for retransmission, the tape signals have to be translated into Roman signals and printed. The essential features of the Murray printer have been described in the label which accompanied the original models. The tape is fed along letter by letter (five units at a time) by a star-wheel carried on a shuttle, which is kept reciprocating by means of a cam. Each reciprocation rotates the star-wheel one letter space. The shuttle carries a die-plate coinciding with the circumference of the star-wheel and having five holes corresponding with the message holes in the tape. Five rods, fixed in the ends of five slotted combs, are free to enter the five holes in the die-plate if they are not obstructed by the paper tape which passes between the rods and the plate. On its inward stroke the shuttle with its die-plate presses the tape against the ends of the rods and those that are opposite holes in the tape pass through into the die-plate. By this means one particular group of slots in the combs, and only one out of 56, is brought into alignment so that a cross-bar can drop into it and cause a letter to print. From the point of view of the theory of machines, the combs form a complicated series of 56 permutation locks. The 56 cross-bars are the bolts or latches, and the universal bar which is really a universal key. The locks are continually being closed in different ways by the tape, and the universal key is continually opening the locks. This intricate system of keys and locks is inevitable in all cases where complex control is needed. Amongst other instances it is used in systems of railroad interlocking gear, and although there is no outward resemblance between the Murray and the Baudot telegraph systems, the principle of the permutation locks is the same in both cases, and indeed in all high-speed printing telegraph systems.",,,"[{'name': 'Murray', 'role': 'printer'}, {'name': 'Baudot', 'role': 'telegraph systems'}, {'name': 'H.M. Postmaster-General', 'role': 'presented'}]",,,"['tape', 'Roman signals', 'paper tape']","['five units', '56']","The essential features of the Murray printer have been described in the label which accompanied the original models. From the point of view of the theory of machines, the combs form a complicated series of 56 permutation locks. The 56 cross-bars are the bolts or latches, and the universal bar which is really a universal key. The locks are continually being closed in different ways by the tape, and the universal key is continually opening the locks. This intricate system of keys and locks is inevitable in all cases where complex control is needed. Amongst other instances it is used in systems of railroad interlocking gear, and although there is no outward resemblance between the Murray and the Baudot telegraph systems, the principle of the permutation locks is the same in both cases, and indeed in all high-speed printing telegraph systems.",['label which accompanied the original models'],,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
54,,1924-426,Whole,N/A,THE BILLE RECEIVING PERFORATOR,loaned,THE BILLE RECEIVING PERFORATOR,"This instrument, like the Creed receiving perforator, is designed to reproduce perforated Wheatstone slips from the action set up by the incoming line currents. The apparatus is operated electrically and does not require a supply of compressed air. On the spindle of an electric motor, a disc, carrying cams on its front surface, is rotated. These cams in revolving pass over small rollers attached to the back portions of the marking and spacing punches. Between the back and front of each punch is a small gap, which is filled up by a bell-crank lever when the punch is required to perforate a hole in the paper. The position of each bell-crank lever is governed by the action of one of the two side electro-magnets, one being energised by positive and the other by negative condenser impulses. In each case, the attraction of the armature of the electro-magnet turns the corresponding bell-crank lever—to which it is attached by a thin brass strip—into a position to fill the gap. The appropriate cam on the revolving disc then forces the punch through the paper. At the end of the stroke, the heel of the bell-crank lever is brought into contact with a small pin, which turns it aside so that the punch does not again perforate the paper until the electro-magnet has been re-energised.",,,"[{'name': 'Creed & Co.', 'role': 'donor'}]",['Croydon'],,"['brass', 'paper']",,This instrument is designed to reproduce perforated Wheatstone slips from the action set up by the incoming line currents. The apparatus is operated electrically and does not require a supply of compressed air.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
